scene_name,scenes_size,num_elements,max_vertex_count,min_vertex_count,avg_vertex_count,tallest_building,shortest_building,avg_building_height,tot_num_faces,avg_num_faces_building,max_num_faces_building,min_coords_biggest_building,max_coords_biggest_building,scene_total_area,tot_buildings_area,avg_building_area,max_building_area,min_occuppied_percentage_area,max_occuppied_percentage_area,avg_occuppied_percentage_area,total_occuppied_percentage_area,tot_buildings_volume_max,avg_building_volume,max_building_volume
2800412,"[400.0, 400.0, 20.19840431213379]",89,82,8,10.75,20.19840431213379,4.149592399597168,8.748873390934683,1243,14.125,121,[-33.247513  19.189817   0.      ],[11.950615 76.48595  15.564253],160000.0,27301.620059102566,310.2456824898018,2589.6777681723615,0.04803024312603043,1.618548605107726,0.19390355155612615,17.063512536939097,369715.87292046007,4201.3167377325,40306.39959264653
2801538,"[400.0, 400.0, 33.863365173339844]",21,58,8,17.6,33.863365173339844,6.971426010131836,18.764342308044434,488,24.4,85,[-81.43102  36.08324   0.     ],[ 9.200292 68.72203  23.600105],160000.0,22344.42868120486,1117.221434060243,2958.0964459700153,0.13429169067545443,1.8488102787312597,0.6982633962876519,13.965267925753038,455474.6566986734,22773.732834933668,69811.38756998326
2804597,"[443.2237548828125, 454.02740478515625, 19.957717895507812]",8,68,8,26.857142857142858,19.957717895507812,7.694397926330566,16.681029047284806,272,38.857142857142854,100,[-173.38237   78.83139    0.     ],[-75.56527  200.        19.925417],201235.73116857558,44285.39552501307,6326.485075001867,17379.985983983497,0.8999099423289229,8.636630226181973,3.1438179682425074,22.00672577769755,638800.6123870361,91257.23034100515,236163.2559963217
2805891,"[400.0, 400.0, 29.613609313964844]",38,132,8,17.56756756756757,29.613609313964844,4.530472278594971,15.714960974615973,897,24.243243243243242,192,[-158.42188   73.21209    0.     ],[-78.25771  107.587875  16.016958],160000.0,21999.80933279914,594.5894414270039,2755.7060530369054,0.026900515523011564,1.7223162831480658,0.37161840089187737,13.749880832999459,403406.0741857641,10902.866869885518,44138.0287640979
2800291,"[400.0, 400.0, 47.16469955444336]",5,192,8,54.0,47.16469955444336,10.512331008911133,24.328002452850342,294,73.5,264,[-86.556305 -90.33406    0.      ],[145.91028 105.85576  47.1647 ],160000.0,48832.97528230294,12208.243820575735,45607.57696984336,0.6406175777493627,28.5047356061521,7.630152387859835,30.52060955143934,2205435.1093995203,551358.7773498801,2151067.665188812
2806824,"[400.0, 421.062744140625, 20.134235382080078]",15,168,8,31.571428571428573,20.134235382080078,13.19825267791748,16.714564868382045,641,45.785714285714285,252,[ -86.30881 -200.         0.     ],[ 23.703064 -95.92815   20.134235],168425.09765625,68907.71034755002,4921.979310539287,12094.439790427743,0.4380356885212101,7.180901159465017,2.922355028455963,40.91297039838348,1185585.0177673786,84684.64412624134,230519.6670438453
2809401,"[400.0, 400.0, 7.209008693695068]",3,28,12,20.0,7.209008693695068,4.553868293762207,5.881438493728638,56,28.0,40,[-59.66826   86.104034   0.      ],[-32.440315  108.30103     7.2090087],160000.0,1149.8395520323538,574.9197760161769,604.3786218800233,0.3409130813452066,0.37773663867501456,0.35932486001011055,0.7186497200202211,6840.927974723272,3420.463987361636,4356.9707394165325
2806635,"[400.0, 400.0, 18.816556930541992]",37,24,8,11.555555555555555,18.816556930541992,4.253641605377197,10.129048003090752,552,15.333333333333334,34,[ 19.657864 -62.11964    0.      ],[ 84.3773   -49.161606  16.392565],160000.0,9539.36827535945,264.98245209331805,838.6366444375162,0.014442648571930476,0.5241479027734477,0.16561403255832377,5.962105172099656,128341.82203535433,3565.050612093176,13747.405515422632
2802392,"[400.0, 400.0, 33.81211853027344]",72,803,8,85.35211267605634,33.81211853027344,4.294066905975342,18.1732567196161,7851,110.5774647887324,860,[ -82.03196 -114.53343    0.     ],[ -0.51070595 -66.10919     19.928549  ],160000.0,56689.71493949063,798.4466892886004,3947.604757895606,0.05137317747557972,2.4672529736847535,0.49902918080537534,35.431071837181655,1178294.2690057792,16595.69392965886,78670.03411162549
2808132,"[400.0, 400.0, 20.573312759399414]",14,40,8,12.615384615384615,20.573312759399414,4.3515496253967285,7.439537121699407,220,16.923076923076923,58,[-122.98201    14.040001    0.      ],[-23.615143  98.89863   17.520418],160000.0,16865.786054173823,1297.368158013371,8432.135940195294,0.005056219359341014,5.270084962622059,0.810855098758357,10.541116283858644,252416.4107999163,19416.646984608946,147734.5477141747
