scene_name,scenes_size,num_elements,max_vertex_count,min_vertex_count,avg_vertex_count,tallest_building,shortest_building,avg_building_height,tot_num_faces,avg_num_faces_building,max_num_faces_building,diff_coords_biggest_building,min_coords_biggest_building,max_coords_biggest_building,tot_buildings_volume_max,avg_building_volume,max_building_volume
2802487,[400.       400.        20.763647],163,34,8,10.814814814814815,20.763647079467773,4.119334697723389,8.006514693483894,2304,14.222222222222221,49,"[63.26374435424805, 39.541343688964844, 17.148778915405273]","[49.849918365478516, -106.60055541992188, 0.0]","[113.11366271972656, -67.05921173095703, 17.148778915405273]",387511.98693461803,2392.049302065543,42898.24423037111
2802458,[400.       400.        27.700575],37,42,8,20.666666666666668,27.70057487487793,4.218112468719482,16.627885580062866,1044,29.0,61,"[64.14437866210938, 53.47777557373047, 16.683671951293945]","[8.674053192138672, -139.10841369628906, 0.0]","[72.81843566894531, -85.6306381225586, 16.683671951293945]",507214.8533486401,14089.30148190667,57229.981382491314
2803094,[400.       400.        29.072422],127,78,8,16.793650793650794,29.07242202758789,4.130626678466797,11.373260944608658,2996,23.77777777777778,127,"[37.26213836669922, 83.66766357421875, 17.83753204345703]","[47.11308288574219, -89.7021484375, 0.0]","[84.3752212524414, -6.03448486328125, 17.83753204345703]",709043.3950063295,5627.328531796268,55610.933065164994
2802986,[400.       400.        19.440954],3,42,12,27.0,19.440954208374023,12.700406074523926,16.070680141448975,79,39.5,63,"[84.33338928222656, 99.77596282958984, 12.700406074523926]","[15.714420318603516, 19.765472412109375, 0.0]","[100.04780578613281, 119.54143524169922, 12.700406074523926]",208006.39696975355,104003.19848487678,106866.86500965062
2806423,[400.       400.        17.896564],12,48,8,13.636363636363637,17.896564483642578,7.682952880859375,15.157280488447709,203,18.454545454545453,70,"[75.81592559814453, 76.04234313964844, 17.896564483642578]","[-37.53264236450195, -37.38093185424805, 0.0]","[38.28328323364258, 38.66141128540039, 17.896564483642578]",374044.8904909403,34004.080953721845,103177.64276335873
2802185,[400.       400.        29.567387],24,56,8,14.08695652173913,29.567386627197266,12.23000717163086,17.90695584338644,442,19.217391304347824,78,"[106.66244506835938, 116.73064422607422, 15.2161283493042]","[77.85305786132812, -103.4866943359375, 0.0]","[184.5155029296875, 13.243949890136719, 15.2161283493042]",1196401.1446345546,52017.441071067595,189452.60456214717
2804658,[400.       400.        19.806274],17,42,8,14.0,19.8062744140625,4.309274673461914,14.583363234996796,304,19.0,61,"[97.09879302978516, 80.46182250976562, 17.14632225036621]","[-163.8280487060547, -130.02732849121094, 0.0]","[-66.72925567626953, -49.56550598144531, 17.14632225036621]",377441.47867662244,23590.092417288903,133959.85801588575
2802026,[400.       400.        20.172817],57,100,8,15.857142857142858,20.17281723022461,4.259716987609863,13.246070035866328,1220,21.785714285714285,148,"[60.49784469604492, 67.30398559570312, 16.507436752319336]","[-58.214111328125, 58.65373611450195, 0.0]","[2.283733367919922, 125.95772552490234, 16.507436752319336]",507912.0705259074,9069.858402248346,67214.09449851296
2803944,[400.      400.       21.31378],16,36,8,12.666666666666666,21.313779830932617,4.152077674865723,12.554354826609293,255,17.0,52,"[196.99072265625, 70.40933227539062, 16.10051918029785]","[-105.11455535888672, -9.317560195922852, 0.0]","[91.87616729736328, 61.09177017211914, 16.10051918029785]",459454.0427354571,30630.26951569713,223313.95744506267
2803937,[400.       450.2436    18.452251],8,46,8,19.428571428571427,18.452251434326172,13.569894790649414,16.147228240966797,190,27.142857142857142,67,"[54.061622619628906, 202.8797607421875, 16.416044235229492]","[-10.419559478759766, 47.36383056640625, 0.0]","[43.64206314086914, 250.24359130859375, 16.416044235229492]",339842.2881589405,48548.89830842007,180051.32194083423
2800229,[400.       400.        19.687763],11,48,8,19.6,19.687763214111328,4.2641730308532715,10.569310283660888,274,27.4,70,"[63.92783737182617, 48.69097900390625, 14.016478538513184]","[40.7785530090332, 0.5036296844482422, 0.0]","[104.70639038085938, 49.194610595703125, 14.016478538513184]",219378.49705517603,21937.84970551761,43629.22042530731
2809511,[400.      400.       17.77779],4,44,8,24.0,17.777790069580078,13.75326156616211,15.773262977600098,102,34.0,64,"[76.71961975097656, 56.73960876464844, 13.75326156616211]","[15.994552612304688, -54.27728271484375, 0.0]","[92.71417236328125, 2.4623260498046875, 13.75326156616211]",131627.3336029284,43875.777867642806,59868.51435900165
2800147,[400.       400.        21.211473],58,34,8,11.68421052631579,21.21147346496582,4.1379241943359375,12.794127849110385,885,15.526315789473685,49,"[52.01463317871094, 42.623931884765625, 20.45899772644043]","[40.873512268066406, -54.212921142578125, 0.0]","[92.88814544677734, -11.588991165161133, 20.45899772644043]",552094.1252220307,9685.861846000538,45358.99085739813
2806426,[400.       400.        20.202087],59,78,8,31.96551724137931,20.20208740234375,4.424222469329834,15.570593875029992,2765,47.672413793103445,121,"[61.14578628540039, 188.80874633789062, 7.027137279510498]","[47.48347854614258, 8.439743041992188, 0.0]","[108.62926483154297, 197.2484893798828, 7.027137279510498]",578035.424387524,9966.128006681449,81127.31083917872
2806508,[400.       400.        17.642677],47,32,8,11.26086956521739,17.642677307128906,4.11066198348999,9.18104968900266,685,14.891304347826088,46,"[171.74771118164062, 130.3995819091797, 13.366471290588379]","[-117.48426055908203, 39.03874206542969, 0.0]","[54.263450622558594, 169.43832397460938, 13.366471290588379]",633325.0846492392,13767.936622809548,299353.21514094155
2800937,[400. 400.  26.],25,338,8,43.583333333333336,26.0,4.389978408813477,14.676260232925415,1517,63.208333333333336,489,"[72.55372619628906, 31.224609375, 19.040172576904297]","[26.682533264160156, -75.82807159423828, 0.0]","[99.23625946044922, -44.60346221923828, 19.040172576904297]",297427.01870375464,12392.792445989777,43134.78286116118
2803911,[400.       400.        19.412373],6,38,8,19.6,19.412372589111328,7.4360432624816895,12.738204097747802,137,27.4,55,"[94.38788604736328, 52.988128662109375, 16.08542823791504]","[-31.512271881103516, -29.95695686340332, 0.0]","[62.875614166259766, 23.031171798706055, 16.08542823791504]",130429.6930641066,26085.93861282132,80450.26318875294
2803867,[400.       400.        20.793753],4,60,10,36.666666666666664,20.793752670288086,16.362632751464844,18.442155838012695,165,55.0,92,"[113.77130889892578, 117.18600463867188, 18.170082092285156]","[-145.9001007080078, 47.906063079833984, 0.0]","[-32.12879180908203, 165.09207153320312, 18.170082092285156]",656194.2072166372,218731.40240554573,242250.90362877122
2800194,[414.59882  400.        16.912893],9,24,8,12.25,16.912893295288086,4.099798679351807,10.277121305465698,135,16.875,34,"[118.64071655273438, 93.40682220458984, 16.912893295288086]","[-214.59881591796875, -142.27572631835938, 0.0]","[-95.95809936523438, -48.86890411376953, 16.912893295288086]",395922.58781947126,49490.32347743391,187426.18575606763
2808237,[400.       400.        18.918247],78,40,8,10.909090909090908,18.91824722290039,4.106326580047607,6.957998046627292,1106,14.363636363636363,58,"[71.50411987304688, 76.26506805419922, 16.874237060546875]","[-125.79017639160156, -94.6773452758789, 0.0]","[-54.28606033325195, -18.412277221679688, 16.874237060546875]",281485.3187272722,3655.6534899645726,92019.70791821211
2811711,[400.       400.        21.532627],39,56,8,15.578947368421053,21.53262710571289,4.952812671661377,15.605306951623215,812,21.36842105263158,82,"[49.848628997802734, 60.13505935668945, 16.39763069152832]","[-94.06761932373047, 39.60702896118164, 0.0]","[-44.218990325927734, 99.7420883178711, 16.39763069152832]",680000.8269980387,17894.758605211544,49154.36196540756
2801791,[400.      400.       17.83643],4,18,8,14.0,17.836429595947266,15.830963134765625,16.58140246073405,57,19.0,25,"[85.15567016601562, 82.89945220947266, 17.836429595947266]","[-13.42739486694336, 21.875146865844727, 0.0]","[71.728271484375, 104.77459716796875, 17.836429595947266]",200439.93501157383,66813.3116705246,125913.74072236978
2800791,[400.       400.        17.814287],15,12,8,8.285714285714286,17.814287185668945,7.309360027313232,14.543791089739118,146,10.428571428571429,16,"[160.94056701660156, 100.48760986328125, 15.987751960754395]","[-50.82249450683594, -56.34723663330078, 0.0]","[110.11807250976562, 44.1403694152832, 15.987751960754395]",327570.845134203,23397.91750958593,258562.43491934246
2800253,[400.       400.        20.006897],5,10,6,8.0,20.00689697265625,15.07209300994873,17.000199556350708,40,10.0,13,"[58.26270294189453, 60.324180603027344, 20.00689697265625]","[-139.82589721679688, -35.96212387084961, 0.0]","[-81.56319427490234, 24.3620548248291, 20.00689697265625]",200869.77832927209,50217.44458231802,70317.23451410358
2809528,[415.43567  400.        20.744509],8,88,8,25.428571428571427,20.744508743286133,7.560418605804443,14.430405344281878,253,36.142857142857146,130,"[115.02210998535156, 117.2082748413086, 17.36838150024414]","[-93.50289154052734, 11.529973030090332, 0.0]","[21.519214630126953, 128.73825073242188, 17.36838150024414]",517188.1412944042,73884.02018491489,234152.58137520248
2800061,[400.       400.        19.892714],46,58,8,15.022222222222222,19.89271354675293,4.060598850250244,12.720919386545818,930,20.666666666666668,91,"[114.05752563476562, 80.2823486328125, 16.129411697387695]","[-162.83486938476562, 76.24272155761719, 0.0]","[-48.77734375, 156.5250701904297, 16.129411697387695]",493415.79758171155,10964.795501815812,147693.894407224
2800709,[400.       400.        17.977863],12,96,8,28.545454545454547,17.977863311767578,4.709926128387451,13.94976993040605,442,40.18181818181818,128,"[76.71913146972656, 93.5418472290039, 16.936614990234375]","[-58.831024169921875, -93.3454360961914, 0.0]","[17.888107299804688, 0.1964130401611328, 16.936614990234375]",428564.1539888433,38960.377635349396,121544.76085413956
2803240,[400.       400.        20.078484],7,108,12,48.0,20.07848358154297,10.499445915222168,16.773906230926514,418,69.66666666666667,156,"[104.86107635498047, 100.18685913085938, 16.95447540283203]","[-150.03506469726562, 13.048110008239746, 0.0]","[-45.173988342285156, 113.23497009277344, 16.95447540283203]",573706.5923974714,95617.76539957857,178118.6658956926
2802971,[400.       400.        26.500923],63,88,8,21.677419354838708,26.50092315673828,7.928215980529785,16.72089086040374,1930,31.129032258064516,142,"[54.078922271728516, 49.44804000854492, 14.092884063720703]","[12.36270523071289, -104.18793487548828, 0.0]","[66.4416275024414, -54.73989486694336, 14.092884063720703]",634491.7249287452,10233.73749885073,37685.734938962996
2809583,[400.       400.        20.408943],91,32,8,11.644444444444444,20.40894317626953,4.133518695831299,10.621777492099339,1392,15.466666666666667,46,"[33.20893859863281, 38.70561218261719, 17.58887481689453]","[87.49234771728516, 57.3582763671875, 0.0]","[120.70128631591797, 96.06388854980469, 17.58887481689453]",412309.74782575486,4581.219420286166,22608.252449574156
2806166,[400.       400.        18.306448],7,56,8,31.333333333333332,18.306447982788086,15.06852912902832,16.436425526936848,270,45.0,82,"[179.76861572265625, 118.2330322265625, 16.2012939453125]","[-123.40882873535156, -165.17381286621094, 0.0]","[56.35979461669922, -46.9407844543457, 16.2012939453125]",448638.3532406507,74773.05887344178,344351.8400634729
2800792,[400.     400.      21.2461],9,50,8,19.75,21.2460994720459,4.618316173553467,11.031416654586792,221,27.625,73,"[76.02456665039062, 25.392066955566406, 21.2460994720459]","[-29.398529052734375, -113.46782684326172, 0.0]","[46.626041412353516, -88.07575988769531, 21.2460994720459]",118907.00935764992,14863.376169706238,41013.916238741476
2803015,[400.       400.        19.774857],120,40,8,14.722689075630251,19.774856567382812,3.9443485736846924,10.095395390726939,2390,20.084033613445378,58,"[48.29848098754883, 58.008583068847656, 18.02461051940918]","[51.60380172729492, -126.60828399658203, 0.0]","[99.90228271484375, -68.59970092773438, 18.02461051940918]",749819.5187560729,6301.00435929473,50500.02797946688
2800042,[400.       400.        28.299278],46,68,8,23.333333333333332,28.299278259277344,4.348682403564453,15.636377504136828,1489,33.08888888888889,102,"[48.49413299560547, 48.178741455078125, 20.279945373535156]","[96.24884796142578, -22.647167205810547, 0.0]","[144.74298095703125, 25.531574249267578, 20.279945373535156]",679184.4496735983,15092.987770524407,47381.78644793651
2802121,[592.6209  400.       15.57817],3,34,8,21.0,15.578169822692871,13.05506706237793,14.3166184425354,59,29.5,49,"[331.3050842285156, 284.1610412597656, 13.05506706237793]","[61.31583023071289, -155.585205078125, 0.0]","[392.62091064453125, 128.57583618164062, 13.05506706237793]",1578429.7343833146,789214.8671916573,1229056.1894601919
2802349,[400.       400.        20.358204],76,90,8,14.32,20.358203887939453,4.112913131713867,10.509362030029298,1461,19.48,133,"[66.8673095703125, 71.17750549316406, 14.232172966003418]","[90.13108825683594, -82.17951965332031, 0.0]","[156.99839782714844, -11.00201416015625, 14.232172966003418]",595520.5973962508,7940.274631950009,67737.29134657314
2800331,[400.      400.        9.92729],2,40,40,40.0,9.927289962768555,9.927289962768555,9.927289962768555,58,58.0,58,"[63.847900390625, 73.61546325683594, 9.927289962768555]","[89.7447509765625, -114.31156921386719, 0.0]","[153.5926513671875, -40.69610595703125, 9.927289962768555]",46660.176461366755,46660.176461366755,46660.176461366755
2806928,[400.      400.       19.43083],10,68,8,23.77777777777778,19.430830001831055,7.649704456329346,15.680196603139242,303,33.666666666666664,100,"[100.98684692382812, 93.07417297363281, 19.430830001831055]","[-70.71202087402344, 25.177818298339844, 0.0]","[30.274824142456055, 118.25199127197266, 19.430830001831055]",555570.9554351472,61730.106159460796,182635.56079515172
2803984,[400.       418.4576    22.430155],34,42,8,22.242424242424242,22.43015480041504,12.716300964355469,17.19529475587787,1037,31.424242424242426,61,"[125.82451629638672, 100.35448455810547, 16.77244758605957]","[28.585641860961914, 78.59740447998047, 0.0]","[154.41015625, 178.95188903808594, 16.77244758605957]",1013585.3221156702,30714.70673077789,211786.60618305812
2800177,[400.      400.       20.02759],98,34,8,11.56701030927835,20.027589797973633,4.10207462310791,9.76416746119863,1489,15.350515463917526,49,"[56.38751220703125, 58.26457214355469, 17.090259552001953]","[56.194793701171875, -47.30824279785156, 0.0]","[112.58230590820312, 10.956329345703125, 17.090259552001953]",569365.2114305649,5869.744447737785,56148.24085592558
2800242,[477.61966  400.        35.738506],17,256,8,32.125,35.73850631713867,4.77072811126709,18.059225142002106,751,46.9375,390,"[201.59063720703125, 67.45275115966797, 17.024478912353516]","[-277.6196594238281, 78.74755096435547, 0.0]","[-76.02901458740234, 146.20030212402344, 17.024478912353516]",660244.9631098105,41265.310194363155,231496.2016603001
2806527,[400.       400.        18.362202],12,398,8,48.54545454545455,18.362201690673828,7.641429901123047,14.270805185491389,779,70.81818181818181,595,"[145.83401489257812, 179.11349487304688, 12.476634979248047]","[5.042915344238281, -73.04531860351562, 0.0]","[150.87693786621094, 106.06817626953125, 12.476634979248047]",605298.7684584416,55027.16076894922,325900.20406388637
2808246,[400.       401.33173   20.840504],105,64,8,15.903846153846153,20.840503692626953,4.1469950675964355,12.926792598687685,2279,21.91346153846154,100,"[133.88131713867188, 141.9990997314453, 16.10759735107422]","[-54.48301696777344, -188.5524444580078, 0.0]","[79.39830017089844, -46.5533447265625, 16.10759735107422]",1191440.867056871,11456.162183239147,306221.96016591595
2801711,[400.       400.        25.974312],32,22,8,9.419354838709678,25.97431182861328,4.602268695831299,18.028858015614173,376,12.129032258064516,31,"[36.09144592285156, 32.73918151855469, 18.786937713623047]","[37.961280822753906, 42.29750061035156, 0.0]","[74.05272674560547, 75.03668212890625, 18.786937713623047]",312446.76090085786,10078.927770995415,22198.728252455963
2800757,[400.      400.       34.24679],34,74,8,25.09090909090909,34.24679183959961,4.707616329193115,20.9034261414499,1176,35.63636363636363,109,"[73.09441375732422, 37.237464904785156, 20.281147003173828]","[92.95943450927734, 91.28351593017578, 0.0]","[166.05384826660156, 128.52098083496094, 20.281147003173828]",326162.3802114132,9883.708491254947,55202.25349860466
2801935,[400.      400.       20.75176],8,34,8,18.571428571428573,20.751760482788086,13.380752563476562,15.115082740783691,181,25.857142857142858,49,"[118.32763671875, 146.77481079101562, 13.422419548034668]","[-31.112333297729492, -0.9257240295410156, 0.0]","[87.21530151367188, 145.84909057617188, 13.422419548034668]",556844.7384449067,79549.24834927238,233114.09514720808
2801520,[400.       400.        21.293589],29,44,8,25.428571428571427,21.293588638305664,4.360783576965332,15.144004310880389,1012,36.142857142857146,64,"[61.89951705932617, 66.20175170898438, 16.403675079345703]","[2.3310601711273193, -134.29005432128906, 0.0]","[64.23057556152344, -68.08830261230469, 16.403675079345703]",455842.4587510603,16280.087812537871,67219.90406724502
2801760,[400.       420.902     20.369026],43,116,8,15.238095238095237,20.36902618408203,4.243899822235107,8.24159446216765,878,20.904761904761905,174,"[101.16130828857422, 121.08289337158203, 10.323477745056152]","[3.4571995735168457, 99.8191146850586, 0.0]","[104.6185073852539, 220.90200805664062, 10.323477745056152]",460946.8629691133,10974.925308788412,126451.28626685248
2800304,[400.       400.        44.819366],33,138,8,28.375,44.819366455078125,4.531111240386963,16.76014031469822,1324,41.375,205,"[76.50797271728516, 115.31609344482422, 44.819366455078125]","[11.519792556762695, -107.0482177734375, 0.0]","[88.02776336669922, 8.267875671386719, 44.819366455078125]",1223776.925578108,38243.02892431588,395423.35643402406
2802347,[400.       400.        21.041931],130,52,8,11.968992248062015,21.04193115234375,4.00559663772583,9.104339252146639,2058,15.953488372093023,76,"[118.83857727050781, 61.60304641723633, 16.979459762573242]","[14.168060302734375, 47.955753326416016, 0.0]","[133.0066375732422, 109.55879974365234, 16.979459762573242]",450088.7488731591,3489.060068784179,124303.54131188332
2805577,[400.       416.45343   20.940847],13,36,8,12.833333333333334,20.940847396850586,4.258025646209717,7.838220914204915,207,17.25,52,"[54.8494987487793, 257.8052673339844, 20.940847396850586]","[-90.44847869873047, -216.4534454345703, 0.0]","[-35.59897994995117, 41.35182571411133, 20.940847396850586]",410551.4830115392,34212.62358429494,296113.8410560316
2800383,[400.       400.        20.217453],31,32,8,13.0,20.217453002929688,4.465325355529785,13.517183272043864,525,17.5,46,"[44.799049377441406, 39.01746368408203, 18.150611877441406]","[-115.97754669189453, 89.49915313720703, 0.0]","[-71.17849731445312, 128.51661682128906, 18.150611877441406]",301225.90785412304,10040.863595137436,31726.276399594746
2802584,[400.       400.        18.661444],10,14,8,9.777777777777779,18.66144371032715,12.6565580368042,16.061108059353298,114,12.666666666666666,19,"[90.35594177246094, 52.811241149902344, 15.803085327148438]","[63.21113967895508, 17.793153762817383, 0.0]","[153.56707763671875, 70.6043930053711, 15.803085327148438]",284036.8335880894,31559.648176454375,75409.3056842993
2801461,[400.     400.      57.3966],22,24,8,12.476190476190476,57.39659881591797,18.059450149536133,27.91284951709566,366,17.428571428571427,34,"[38.380584716796875, 33.67391586303711, 47.088722229003906]","[82.23970031738281, -62.25542068481445, 0.0]","[120.62028503417969, -28.581504821777344, 47.088722229003906]",325068.26964895986,15479.441411855232,60858.62207440039
2805977,[400.       400.        20.251102],13,32,8,13.333333333333334,20.251102447509766,3.857396364212036,14.35837342341741,218,18.166666666666668,48,"[59.955299377441406, 86.8962173461914, 17.077545166015625]","[-68.95178985595703, 67.20845794677734, 0.0]","[-8.996490478515625, 154.10467529296875, 17.077545166015625]",388909.55473649094,32409.129561374244,88972.11002404994
2803205,[400.      400.       26.71894],47,80,8,28.347826086956523,26.71894073486328,4.409634113311768,16.007743565932564,1882,40.91304347826087,118,"[82.85530090332031, 56.90575408935547, 20.741046905517578]","[58.95341110229492, -123.16144561767578, 0.0]","[141.8087158203125, -66.25569152832031, 20.741046905517578]",856585.7770397938,18621.42993564769,97792.86626661618
2803216,[400.       400.        23.436272],99,40,8,14.489795918367347,23.43627166748047,4.052372455596924,13.279630500443128,1934,19.73469387755102,58,"[73.24125671386719, 67.98292541503906, 14.352662086486816]","[-14.18515396118164, -164.1764678955078, 0.0]","[59.05610275268555, -96.19354248046875, 14.352662086486816]",846149.087256966,8634.17435976496,71464.12764807981
2805151,[400.       400.        30.422453],60,138,8,27.661016949152543,30.422452926635742,4.759629726409912,15.959092382657326,2406,40.779661016949156,205,"[139.95962524414062, 90.44578552246094, 16.51980209350586]","[14.188270568847656, -147.36346435546875, 0.0]","[154.14788818359375, -56.91768264770508, 16.51980209350586]",1029570.8388040385,17450.353200068446,209120.16076454028
2801571,[400.       400.        21.903685],21,28,8,14.0,21.903684616088867,7.293771266937256,15.16351351737976,380,19.0,40,"[197.34654235839844, 64.37506103515625, 17.186859130859375]","[-61.35157775878906, -87.94752502441406, 0.0]","[135.99496459960938, -23.572460174560547, 17.186859130859375]",1209808.4391005805,60490.421955029014,218345.23496687296
2805367,[400.       400.        21.370953],15,56,8,18.714285714285715,21.370952606201172,12.562233924865723,16.854490280151367,365,26.071428571428573,82,"[96.43883514404297, 70.5306167602539, 13.912938117980957]","[-168.3234100341797, -8.4225435256958, 0.0]","[-71.88457489013672, 62.10807418823242, 13.912938117980957]",464071.30917206715,33147.95065514765,94634.28320232412
2803551,[402.79285  439.09134   16.389086],11,64,8,18.0,16.38908576965332,4.041953086853027,8.78375563621521,250,25.0,94,"[272.2003173828125, 346.8842468261719, 13.814425468444824]","[-202.79286193847656, -239.09133911132812, 0.0]","[69.40744018554688, 107.79290771484375, 13.814425468444824]",1783968.3538993634,178396.8353899363,1304385.6372116113
2811705,[400.       400.        19.892832],12,20,8,13.454545454545455,19.892831802368164,13.66278076171875,16.322877537120473,202,18.363636363636363,28,"[67.5868911743164, 85.59382629394531, 19.892831802368164]","[-145.8909149169922, 5.832286357879639, 0.0]","[-78.30402374267578, 91.42610931396484, 19.892831802368164]",514788.6029789015,46798.96390717287,115080.43773728782
2800910,[400.      400.       20.38343],77,40,8,10.842105263157896,20.38343048095703,3.993429660797119,9.52490672939702,1084,14.263157894736842,58,"[50.2162971496582, 58.609519958496094, 16.553319931030273]","[-87.21676635742188, -25.645565032958984, 0.0]","[-37.00046920776367, 32.96395492553711, 16.553319931030273]",412678.1624916949,5429.975822259141,48718.954374277724
2809793,[400.       400.        21.721445],9,32,8,18.0,21.721445083618164,13.008101463317871,16.758217215538025,200,25.0,46,"[60.66435241699219, 43.68193817138672, 21.721445083618164]","[-119.39220428466797, -3.218759298324585, 0.0]","[-58.72785186767578, 40.46318054199219, 21.721445083618164]",214733.46149844254,26841.68268730532,57560.45217407292
2800400,[400.       400.        21.589006],124,36,8,12.764227642276422,21.589006423950195,4.01155948638916,10.359762040580192,2113,17.178861788617887,54,"[52.508033752441406, 41.92277908325195, 15.899612426757812]","[1.234788179397583, -14.548904418945312, 0.0]","[53.742820739746094, 27.37387466430664, 15.899612426757812]",746766.2216702694,6071.270094880242,34999.54096281339
2801687,[400.      400.       23.47918],72,122,8,23.295774647887324,23.47917938232422,4.2691850662231445,14.501708561265973,2427,34.183098591549296,197,"[55.40290832519531, 94.33222961425781, 14.806721687316895]","[-41.04697799682617, -162.22569274902344, 0.0]","[14.355929374694824, -67.89346313476562, 14.806721687316895]",601132.0494280064,8466.648583493046,77384.07015463126
2800199,[400.       400.        32.849937],40,212,8,32.30769230769231,32.849937438964844,4.36986780166626,15.9230850537618,1776,45.53846153846154,302,"[173.81069946289062, 167.9136962890625, 20.259031295776367]","[-173.92294311523438, 16.16747283935547, 0.0]","[-0.11223602294921875, 184.0811767578125, 20.259031295776367]",1376756.392153185,35301.44595264577,591263.8722431277
2800222,[400.       400.        22.994736],42,70,8,22.878048780487806,22.994735717773438,4.329184532165527,16.226073195294635,1331,32.46341463414634,107,"[74.0472640991211, 82.26498413085938, 16.04450798034668]","[-18.32098960876465, -57.52585983276367, 0.0]","[55.72627258300781, 24.73912811279297, 16.04450798034668]",541447.3713393869,13206.033447302118,97735.07434033758
2803027,[400.       400.        23.197554],28,36,8,16.74074074074074,23.197553634643555,4.651443004608154,16.154321158373797,624,23.11111111111111,52,"[40.74839782714844, 63.686279296875, 13.906968116760254]","[-127.6126708984375, -74.71615600585938, 0.0]","[-86.86427307128906, -11.029876708984375, 13.906968116760254]",394452.9026131374,14609.366763449534,36090.16550066486
2803962,[400.       400.        20.941011],31,38,8,17.466666666666665,20.941011428833008,4.046186923980713,13.993030548095703,727,24.233333333333334,55,"[38.521446228027344, 51.485076904296875, 18.904613494873047]","[42.60040283203125, 87.14382934570312, 0.0]","[81.1218490600586, 138.62890625, 18.904613494873047]",229217.53970392633,7640.584656797544,37493.13469699397
2800209,[400.       400.        31.842993],48,72,8,17.914893617021278,31.842992782592773,7.442140579223633,17.603965911459415,1170,24.893617021276597,106,"[110.02796936035156, 132.0362091064453, 13.490331649780273]","[-42.65432357788086, -94.39128875732422, 0.0]","[67.37364196777344, 37.644920349121094, 13.490331649780273]",1077898.2383654546,22934.005071605417,195983.16014134028
2803331,[400.       400.        21.377249],16,78,8,27.6,21.377248764038086,4.287618160247803,15.881921100616456,605,40.333333333333336,119,"[53.22202682495117, 150.7599639892578, 16.504472732543945]","[-71.97208404541016, -46.80286407470703, 0.0]","[-18.750057220458984, 103.95709991455078, 16.504472732543945]",508137.6741857722,33875.84494571815,132427.7770763621
2802294,[400.       400.        29.173985],27,112,8,27.692307692307693,29.17398452758789,4.173198223114014,15.473587824748112,1024,39.38461538461539,158,"[71.31890869140625, 127.71734619140625, 16.911169052124023]","[-95.40625762939453, -144.21571350097656, 0.0]","[-24.08734893798828, -16.49836540222168, 16.911169052124023]",493589.1081524426,18984.196467401634,154038.1210158457
2803060,[400.       400.        29.148487],95,124,8,21.95744680851064,29.148487091064453,4.03640604019165,13.638306536573046,2916,31.02127659574468,174,"[43.385108947753906, 50.2050895690918, 19.9975643157959]","[-36.24174499511719, 6.840848445892334, 0.0]","[7.143364906311035, 57.045936584472656, 19.9975643157959]",651794.4961932125,6933.984002055454,43557.76003655862
2807720,[400.       400.        20.358011],54,76,8,19.471698113207548,20.35801124572754,12.561723709106445,15.647491167176444,1442,27.20754716981132,112,"[35.209468841552734, 35.11033630371094, 16.922435760498047]","[-78.59588623046875, 27.407657623291016, 0.0]","[-43.386417388916016, 62.51799392700195, 16.922435760498047]",579575.4224063039,10935.385328420829,20919.790789176306
2800942,[400.       400.        17.684206],7,32,8,14.333333333333334,17.684206008911133,7.136237621307373,15.200808445612589,117,19.5,46,"[202.1707000732422, 202.0998992919922, 17.684206008911133]","[-48.50992202758789, -141.43878173828125, 0.0]","[153.66078186035156, 60.66111755371094, 17.684206008911133]",900451.7546233466,150075.29243722445,722553.294840745
2801503,[419.151    468.7038    18.880438],17,54,8,24.875,18.88043785095215,7.5556640625,15.580837786197662,565,35.3125,79,"[234.59896850585938, 187.00401306152344, 7.5556640625]","[-219.15101623535156, -268.70379638671875, 0.0]","[15.447952270507812, -81.69978332519531, 7.5556640625]",1055643.943216232,65977.7464510145,331474.14950334554
2802192,[400.      400.       32.70222],35,64,8,13.941176470588236,32.70222091674805,4.435270309448242,16.54208479208105,643,18.91176470588235,94,"[56.0318489074707, 53.300193786621094, 18.880382537841797]","[-116.98869323730469, 81.25882720947266, 0.0]","[-60.956844329833984, 134.55902099609375, 18.880382537841797]",420614.4131417371,12371.012151227565,56386.42113870723
2803663,[400.      400.       37.06402],44,48,8,15.674418604651162,37.06401824951172,4.389466762542725,15.497207408727602,925,21.511627906976745,70,"[39.320980072021484, 39.028690338134766, 19.212799072265625]","[46.52894973754883, 57.52809524536133, 0.0]","[85.84992980957031, 96.5567855834961, 19.212799072265625]",510667.38482569973,11875.985693620925,29484.852066039693
2800584,[400.       400.        19.056616],7,12,8,8.666666666666666,19.056615829467773,14.796651840209961,16.66096782684326,66,11.0,16,"[85.00263977050781, 91.59349822998047, 16.785951614379883]","[-60.08147430419922, -74.09048461914062, 0.0]","[24.92116928100586, 17.503013610839844, 16.785951614379883]",314123.26056687784,52353.876761146304,130690.20697585391
2805440,[400.       400.        23.233435],18,32,8,19.764705882352942,23.233434677124023,4.186397075653076,16.405454747817096,470,27.647058823529413,46,"[86.90647888183594, 28.764694213867188, 23.233434677124023]","[-123.81689453125, -113.35254669189453, 0.0]","[-36.91041564941406, -84.58785247802734, 23.233434677124023]",387525.76227934327,22795.633075255482,58079.829619662516
