,scene_name,scenes_size,num_elements,max_vertex_count,min_vertex_count,avg_vertex_count,tallest_building,shortest_building,avg_building_height,tot_num_faces,avg_num_faces_building,max_num_faces_building,min_coords_biggest_building,max_coords_biggest_building,scene_total_area,tot_buildings_area,avg_building_area,max_building_area,min_occuppied_percentage_area,max_occuppied_percentage_area,avg_occuppied_percentage_area,total_occuppied_percentage_area,tot_buildings_volume_max,avg_building_volume,max_building_volume
366,2809560,"[404.11669921875, 400.0, 57.383365631103516]",11,128,8,43.4,57.38336563110352,7.935723781585693,26.390757894515996,633,63.3,190,[ 45.586456 -93.90254    0.      ],[204.11671    -6.8174973  17.367697 ],161646.6796875,40350.45891514304,4035.045891514304,13805.614645293565,0.5665083105493718,8.54061133329987,2.4962132840061857,24.96213284006185,915689.8796718155,91568.98796718156,239771.72877365776
374,2809497,"[442.19854736328125, 400.0, 17.169097900390625]",15,28,8,15.285714285714286,17.169097900390625,7.314325332641602,13.845847300120765,293,20.928571428571427,40,[-14.918809 -74.15526    0.      ],[242.19856  124.15268   16.115957],176879.4189453125,77559.03944828552,5539.931389163251,50988.41568070122,0.0444394741876318,28.826652634168703,3.132038437369632,43.84853812317485,1246531.026196992,89037.93044264229,821727.1278720167
378,2800121,"[400.0, 403.5586242675781, 20.697998046875]",18,32,8,11.529411764705882,20.697998046875,4.071928977966309,15.95331450069652,260,15.294117647058824,46,[  66.92545 -203.55862    0.     ],[191.77573  -43.88358   16.814812],161423.44970703125,45636.23731418471,2684.484547893218,19935.472982342617,0.1287034478223029,12.349799870169836,1.6630077927124658,28.27113247611192,764422.832092985,44966.04894664617,335211.2244789657
381,2806767,"[495.93475341796875, 409.45123291015625, 18.59784698486328]",15,396,8,41.0,18.59784698486328,4.588829040527344,14.787492547716411,857,61.21428571428572,612,[  0.73101807 -41.593967     0.        ],[295.93475 209.45123  16.32995],203061.09622998163,92040.39039687312,6574.313599776651,74109.48088478157,0.1238821099537703,36.49614931697558,3.237603717223489,45.326452041128846,1498713.8734759467,107050.99096256764,1210204.1420263352
384,2808819,"[426.92279052734375, 406.324951171875, 93.0]",12,202,8,34.0,93.0,4.2084641456604,15.839622670953924,547,49.72727272727273,301,[-108.15424   -33.568787    0.      ],[ 51.716667 206.32497   10.145762],173469.38201518357,117936.8212676497,10721.529206149971,38352.03275831882,0.0201505284744619,22.10881961576477,6.18064645276221,67.98711098038433,1363757.8340136204,123977.98491032912,389110.613592862
389,2802290,"[419.2855224609375, 400.0, 24.16766357421875]",36,587,8,38.65714285714286,24.16766357421875,4.117187976837158,15.27533211026873,1691,48.31428571428572,584,[-219.2855    -20.282364    0.      ],[-61.566116 143.46992   24.167664],167714.208984375,53757.43661771099,1535.9267605060284,25826.911245859228,0.0110614297363806,15.399357873288707,0.9158000206465048,32.05300072262767,1065282.1434816534,30436.632670904382,624176.1021511327
429,2803003,"[521.3898315429688, 400.0, 20.386428833007812]",78,40,8,13.974025974025974,20.38642883300781,3.9500343799591056,9.909797690131448,1472,19.11688311688312,58,[-321.38983  -100.478096    0.      ],[-64.268585  97.82137   13.931354],208555.9326171875,109862.6514868697,1426.7876816476587,50987.006615915336,0.0221127703588645,24.447641443748317,0.6841271134044329,52.67778773214136,1594391.5363728954,20706.3835892584,710318.0165928272
437,2802792,"[482.5002136230469, 400.0, 19.91535758972168]",6,34,8,18.4,19.91535758972168,14.695530891418455,16.830895805358885,128,25.6,49,[90.25762  26.697943  0.      ],[282.5002   199.80353   16.322247],193000.08544921875,47280.25875272088,9456.051750544177,33278.2663443708,0.4961812384424683,17.24261741486473,4.899506509820798,24.49753254910399,783759.4804151492,156751.89608302986,543176.0680797598
442,2805575,"[400.0, 412.3504333496094, 21.499801635742188]",11,86,8,29.0,21.499801635742188,7.645109176635742,16.28649158477783,421,42.1,138,[-195.98378   81.12491    0.     ],[-47.867596 212.35043   13.93551 ],164940.17333984375,46196.26646730206,4619.626646730207,19436.62402272015,0.0683120474476255,11.784044862541045,2.800789251756089,28.007892517560894,730234.4020443761,73023.44020443762,270859.2622482117
444,2805917,"[400.0, 443.9599914550781, 26.609434127807617]",33,108,8,41.375,26.609434127807617,7.531976222991943,16.62501858174801,1954,61.0625,154,[-90.749245  12.994034   0.      ],[ 34.519714 243.95999   13.341901],177583.99658203125,68643.21603624694,2145.100501132717,28932.865088689723,0.1648723489504006,16.292495745991832,1.2079357050294972,38.65394256094391,1021252.2521424984,31914.13287945307,386019.41661088367
452,2810061,"[678.710693359375, 705.7708740234375, 14.028573036193848]",4,104,8,40.0,14.028573036193848,4.057103633880615,7.387984911600749,174,58.0,154,[-408.20142 -505.7709     0.     ],[270.50928  145.01688   14.028573],479014.2392612994,441806.4191172904,147268.80637243015,441696.6259105951,0.0045613193572697,92.20949811257118,30.744139589574058,92.23241876872216,6196819.281492991,2065606.4271643304,6196373.376427175
453,2806002,"[423.8111572265625, 400.0, 21.51288414001465]",114,32,6,13.097345132743364,21.51288414001465,4.049497604370117,9.03434423851756,1996,17.663716814159294,46,[-223.81114 -118.50849    0.     ],[-96.501495 -43.03191   19.890703],169524.462890625,45465.34369665134,402.348174306649,9608.896927183088,0.0468007500435118,5.668147689919315,0.2373393004443488,26.819340950211423,588189.4541470328,5205.216408380821,191127.71687042416
461,2802559,"[400.0, 413.52276611328125, 23.84347152709961]",96,44,6,13.93684210526316,23.84347152709961,4.183432579040527,11.96110523625424,1796,18.905263157894737,64,[ 9.820172 -6.423996  0.      ],[92.05869 58.57505 17.31406],165409.1064453125,61826.32689557608,650.803441006064,5345.425411681536,0.0521939706274636,3.2316391319415283,0.3934507930016732,37.377825335158974,909903.2100996572,9577.928527364813,92551.01743223453
463,2800485,"[400.0, 497.1891784667969, 12.735791206359863]",2,28,28,28.0,12.735791206359863,12.735791206359863,12.735791206359863,40,40.0,40,[ -51.530563 -297.18918     0.      ],[101.09125  -64.92137   12.735791],198875.67138671875,35449.13332219445,35449.13332219445,35449.13332219445,17.824771162312114,17.824771162312114,17.824771162312114,17.824771162312114,451472.7604378825,451472.7604378825,451472.7604378825
465,2802938,"[400.0, 422.4066467285156, 20.566274642944336]",30,40,8,16.482758620689655,20.566274642944336,12.415771484375,16.842669355458227,673,23.20689655172414,64,[-36.072983  25.203934   0.      ],[ 81.488686 179.18103   15.915654],168962.65869140625,72992.60263741686,2516.9862978419605,18101.804366084863,0.2760044743444077,10.713494038434868,1.489670153947441,43.20043446447579,1220286.4134761817,42078.84184400627,288102.0583686821
475,2806706,"[400.0, 498.4149169921875, 36.172061920166016]",95,76,8,22.02127659574468,36.172061920166016,4.0452094078063965,15.113655972988049,2978,31.680851063829788,118,[-70.99479   55.883076   0.      ],[108.652275 298.41492   17.495937],199365.966796875,105321.66895559884,1120.4432867616897,43570.13326280576,0.0878852919058765,21.85434854445212,0.562003287102286,52.82830898761487,1784180.5611669235,18980.644267733227,762300.3217844459
476,2808759,"[400.0, 505.7936096191406, 27.697509765625]",17,68,8,28.0,27.697509765625,4.164760589599609,16.388302475214005,648,40.5,100,[-193.41862 -105.33961    0.     ],[-45.918056  31.171509  16.49628 ],202317.44384765625,95932.5389448598,5995.783684053738,56862.41730599629,0.1021995341672332,28.10554355798076,2.963552509376564,47.416840150025024,927134.6681945034,57945.916762156456,332160.3184492236
482,2800927,"[408.3494873046875, 400.0, 20.916118621826172]",49,44,8,19.08333333333333,20.91611862182617,4.376270294189453,13.176798601945242,1280,26.666666666666668,64,[-208.3495    -32.868275    0.      ],[-95.286835  65.72614   14.593089],163339.794921875,33388.34667764464,695.5905557842633,11147.347885482304,0.0342294468942779,6.824636880935262,0.4258549217090436,20.441036242034095,482959.1571696544,10061.649107701132,162674.24096277088
489,2800905,"[402.908203125, 400.0, 28.79569435119629]",47,220,8,26.956521739130437,28.79569435119629,10.581043243408203,18.707525170367692,1754,38.130434782608695,310,[-138.43085   40.02214    0.     ],[-35.689552 159.15738   23.3933  ],161163.28125,51844.7701306156,1127.060220230774,12240.108682195309,0.1140848291201848,7.594849513648325,0.6993281667444171,32.16909567024319,988594.3231690188,21491.180938456928,286336.52345316834
496,2803552,"[488.49072265625, 525.7942504882812, 16.510028839111328]",3,24,8,16.0,16.510028839111328,7.83867883682251,12.17435383796692,44,22.0,34,[-288.49072 -325.79425    0.     ],[-23.177103  66.34335   16.510029],256845.61338952184,104088.66746428017,52044.33373214008,104039.44704012568,0.0191634279849804,40.50660849026983,20.2628859591274,40.5257719182548,1718080.0941348297,859040.0470674149,1717694.2710376706
502,2804349,"[400.0, 497.4588928222656, 46.46250915527344]",23,40,8,13.5,46.46250915527344,4.300621509552002,25.62801675363021,405,18.40909090909091,58,[-122.74515 -297.4589     0.     ],[-50.34211 -78.48251   8.     ],198983.55712890625,34073.10351216164,1548.7774323709834,15854.555123857688,0.1877692334373675,7.967771484548712,0.7783444294181799,17.12357744719996,594609.0354080064,27027.683427636654,126836.4409908615
510,2802786,"[729.913818359375, 582.7106323242188, 27.0]",50,73,8,24.22448979591837,27.0,4.100707530975342,14.978560048706678,1691,34.51020408163265,116,[  64.28366 -364.90317    0.     ],[529.9138     97.57288     4.2987785],425328.5426383764,270354.60797004926,5517.440978980596,215342.79660748065,0.0438695718856046,50.62975441800288,1.2972186030015964,63.56371154707824,1956009.697658712,39918.56525834105,925710.9914938862
517,2801502,"[400.0, 423.1004638671875, 18.457460403442383]",45,28,8,12.181818181818182,18.457460403442383,4.030950546264648,12.65341911532662,718,16.318181818181817,40,[ -47.291897 -223.10048     0.      ],[ 50.499065 -80.74512   15.296779],169240.185546875,54636.05045668405,1241.728419470092,13921.067821031553,0.0300830347575258,8.225627841311832,0.733707786633315,32.28314261186586,847556.7638558068,19262.65372399561,212947.4934321934
541,2801546,"[400.0, 430.6617126464844, 26.120798110961914]",48,128,8,23.25531914893617,26.120798110961918,4.422657489776611,16.896239544482942,1546,32.8936170212766,192,[-130.21103   79.15525    0.     ],[ 43.37667 230.66171  13.96273],172264.68505859375,65119.37308045945,1385.5185761799885,26299.658273939567,0.1475954019280454,15.267005111926483,0.8042963511115006,37.801928502240536,1022503.9596095152,21755.403395947127,367215.03829404525
556,2804597,"[443.2237548828125, 454.02740478515625, 19.957717895507812]",8,68,8,26.857142857142858,19.95771789550781,7.694397926330566,16.681029047284806,272,38.85714285714285,100,[-173.38237   78.83139    0.     ],[-75.56527  254.0274    19.925417],201235.7311685756,55233.119927271706,7890.445703895958,23042.90630127292,0.8999099423289229,11.450703196426796,3.920996364848405,27.44697455393884,787675.2996064713,112525.04280092448,341465.1808694302
559,2806824,"[400.0, 421.062744140625, 20.134235382080078]",15,168,8,31.571428571428573,20.13423538208008,13.19825267791748,16.714564868382045,641,45.785714285714285,252,[ -86.30881 -221.06274    0.     ],[ 23.703064 -95.92815   20.134235],168425.09765625,72633.57150343517,5188.11225024537,13766.291270707268,0.4380356885212101,8.173539135363193,3.0803676663641504,43.125147329098105,1255018.8606610813,89644.20433293437,277173.7487826944
566,2800087,"[400.0, 414.0297546386719, 17.8194522857666]",8,56,8,18.0,17.8194522857666,6.758722305297852,12.48373133795602,175,25.0,82,[-33.45803   -2.909668   0.      ],[ 54.45054  214.02975   15.982189],165611.90185546875,32637.379635688696,4662.482805098385,19070.834273982797,0.0731348548452924,11.515376648851063,2.815306601072297,19.70714620750608,518738.19529048586,74105.4564700694,304793.6811579815
582,2800401,"[400.0, 401.833984375, 17.179534912109375]",29,46,8,11.857142857142858,17.179534912109375,4.170235633850098,8.129271643502372,442,15.785714285714286,67,[62.841022  -1.0457611  0.       ],[116.90462  201.83397   17.179535],160733.59375,22620.365693398668,807.8702033356667,10968.407531671808,0.0766941514753785,6.823967084772413,0.5026144096499222,14.073203470197823,347997.02691558574,12428.465246985206,188432.14012059924
