PROV_EMPLA;X(UTMHuso30);Y(UTMHuso30);ORIENTACION;GANT;altura;tilt total
2800001;443283;4479264;0;15.1;48.75;12
2800001;443283;4479264;120;15.1;48.75;10
2800001;443283;4479264;240;15.1;48.75;10
2800003;442814;4475498;0;16;33.04;8
2800003;442814;4475498;120;16;33.04;7
2800003;442814;4475498;240;16;33.04;12
2800005;441235;4480125;0;17;29;6
2800005;441235;4480125;120;17;29;6
2800005;441235;4480125;240;17;29;8
2800006;445470;4476161;0;14.4;34;3
2800006;445470;4476161;120;14.4;34;3
2800006;445470;4476161;240;14.4;34;6
2800007;434458;4479633;0;15.9;24;10
2800007;434458;4479633;120;15.9;24;11
2800007;434458;4479633;240;15.9;24;10
2800009;440991;4473728;0;15.1;37.5;6
2800009;440991;4473728;120;15.1;37.5;9
2800009;440991;4473728;240;15.1;37.5;6
2800010;451131;4480369;350;17;8.7;6
2800010;451131;4480369;110;17;8.7;8
2800010;451131;4480369;220;17;8.7;9
2800012;439626;4478379;0;15.1;39;6
2800012;439626;4478379;120;15.1;39;6
2800012;439626;4478379;240;15.1;36.9;7
2800013;434591;4471871;0;16;23.5;9
2800013;434591;4471871;120;16;23.5;8
2800013;434591;4471871;240;16;23.5;10
2800016;444341;4476481;0;15.8;37.95;3
2800016;444341;4476481;120;15.8;37.95;3
2800016;444341;4476481;240;15.8;37.95;3
2800018;447743;4477157;0;15.8;39;10
2800018;447743;4477157;140;15.8;39;10
2800018;447743;4477157;240;15.8;39;10
2800020;443268;4474563;0;15.8;35;7
2800020;443268;4474563;120;15.8;35;6
2800020;443268;4474563;240;15.8;35;7
2800021;440729;4482388;0;15.8;29;5
2800021;440729;4482388;120;15.8;29;7
2800021;440729;4482388;240;15.8;29;7
2800023;440449;4474646;0;16;47;16
2800026;444379;4479303;0;16.1;35;12
2800026;444379;4479303;120;16.1;35;11
2800026;444379;4479303;240;16.1;35;12
2800027;440373;4476062;0;17;39.45;10
2800027;440373;4476062;120;17;39.45;10
2800027;440373;4476062;240;17;39.45;12
2800030;439676;4473814;330;16;23;7
2800030;439676;4473814;120;16;23;7
2800030;439676;4473814;240;16;23;8
2800030;439676;4473814;60;15.9;23;7
2800034;443736;4480627;0;16.6;32;12
2800034;443736;4480627;120;16.6;32;15
2800034;443736;4480627;240;16.6;32;15
2800041;451664;4477445;0;16;44;8
2800041;451664;4477445;120;16;44;8
2800041;451664;4477445;240;16;44;6
2800042;442658;4473121;0;15.1;48;9
2800042;442658;4473121;120;15.2;48;13
2800042;442658;4473121;240;15.2;48;13
2800044;446065;4472408;0;16.4;33.1;8
2800044;446065;4472408;120;16.4;33.1;14
2800044;446065;4472408;240;16.4;33.1;10
2800046;438528;4480778;10;17;33.7;7
2800046;438528;4480778;120;17;33.7;8
2800046;438528;4480778;240;17;33.7;11
2800047;440660;4472202;0;14.4;39;8
2800047;440660;4472202;120;14.4;39;8
2800047;440660;4472202;240;14.4;39;9
2800051;443440;4477547;0;15.8;32.85;9
2800051;443440;4477547;120;15.8;32.85;12
2800051;443440;4477547;240;15.8;32.85;10
2800052;440571;4477008;0;15.9;48;12
2800052;440571;4477008;120;15.9;48;13
2800052;440571;4477008;240;15.9;48;13
2800055;440791;4478667;0;15.8;38;6
2800055;440791;4478667;120;15.8;38;11
2800055;440791;4478667;240;15.8;38;9
2800059;445126;4471024;0;15.9;26.75;3
2800059;445126;4471024;120;15.3;26.75;6
2800059;445126;4471024;240;15.9;26.75;5
2800061;443540;4475934;0;15.1;29;7
2800061;443540;4475934;85;18.3;29;14
2800061;443540;4475934;115;18.3;29;11
2800061;443540;4475934;240;15.1;29;6
2800067;439594;4476494;0;15.1;38.6;10
2800067;439594;4476494;120;15.1;38.6;6
2800067;439594;4476494;240;15.1;38.6;12
2800087;447320;4479621;60;15.8;24;8
2800087;447320;4479621;200;15.8;24;9
2800087;447320;4479621;290;15.8;24;9
2800096;438797;4477417;0;14.6;33;12
2800096;438797;4477417;120;14.6;33;7
2800096;438797;4477417;240;14.6;33;10
2800097;435904;4469036;0;16.4;23.7;8
2800097;435904;4469036;120;16.4;23.7;8
2800097;435904;4469036;240;16.4;23.7;6
2800098;440343;4470292;0;15;30.78;11
2800098;440343;4470292;120;15;30.78;12
2800098;440343;4470292;240;15;30.78;9
2800099;437343;4470992;0;16;29;11
2800099;437343;4470992;120;16;29;11
2800099;437343;4470992;240;16;29;11
2800100;441220;4475654;0;15.9;29;13
2800100;441220;4475654;120;15.9;29;13
2800100;441220;4475654;240;15.9;29;10
2800101;443786;4469816;0;15.1;33;14
2800101;443786;4469816;120;15.1;33;8
2800101;443786;4469816;240;15.1;33;12
2800102;439815;4474647;0;15;67;6
2800102;439815;4474647;120;15;67;6
2800102;439815;4474647;240;15;67;12
2800106;435576;4477938;30;15;17;8
2800106;435576;4477938;130;15;19;12
2800106;435576;4477938;230;15;28;11
2800110;440747;4477628;310;15.3;41.7;6
2800110;440747;4477628;95;15.3;41.7;7
2800110;440747;4477628;220;15.3;41.7;6
2800116;440991;4472826;0;15.1;40;6
2800116;440991;4472826;120;15.1;32;4
2800116;440991;4472826;240;15.1;32;9
2800117;446593;4476012;0;15.1;36;12
2800117;446593;4476012;160;15.3;36;13
2800117;446593;4476012;270;15.1;36;13
2800121;440883;4466101;0;17;28.68;10
2800121;440883;4466101;120;17;28.68;13
2800121;440883;4466101;240;17;28.68;13
2800134;447791;4475458;0;15.3;28;10
2800134;447791;4475458;120;15.3;28;10
2800134;447791;4475458;240;15.3;28;7
2800144;442666;4471832;0;15;29;8
2800144;442666;4471832;120;15;29;8
2800144;442666;4471832;240;15;29;12
2800145;444539;4468579;15;14.4;36.5;12
2800145;444539;4468579;130;14.4;36.5;13
2800145;444539;4468579;250;14.4;36.5;9
2800146;444959;4473256;0;16.8;25;3
2800146;444959;4473256;120;16.8;33;3
2800146;444959;4473256;240;16.8;25;3
2800147;445221;4478840;0;15.8;28.25;4
2800147;445221;4478840;120;15.8;28.25;9
2800147;445221;4478840;240;15.8;28.25;6
2800148;437618;4475908;0;15.1;55;12
2800148;437618;4475908;120;15.1;55;12
2800148;437618;4475908;240;15.1;55;12
2800156;440261;4480861;0;16;31.3;8
2800156;440261;4480861;120;16;31.3;7
2800156;440261;4480861;240;16;31.3;8
2800157;436297;4480268;0;16;22.2;4
2800157;436297;4480268;80;16;22.2;12
2800157;436297;4480268;170;16;22.2;3
2800158;442254;4484799;350;16;33;13
2800158;442254;4484799;90;16;33;12
2800158;442254;4484799;240;16;23;10
2800160;439672;4473094;75;17;24.05;6
2800160;439672;4473094;180;17;24.25;9
2800160;439672;4473094;345;17;23.7;7
2800162;438983;4481476;65;14.9;33.2;5
2800162;438983;4481476;185;14.9;33.2;10
2800162;438983;4481476;320;14.9;33.2;10
2800163;442395;4478579;0;14.4;26.64;8
2800163;442395;4478579;120;14.4;26.64;5
2800163;442395;4478579;240;14.4;26.64;5
2800172;441851;4478870;0;15.3;54;14
2800172;441851;4478870;120;15.3;54;15
2800172;441851;4478870;240;15.3;54;15
2800175;433721;4478954;0;15.3;20;5
2800175;433721;4478954;120;15.3;20;4
2800175;433721;4478954;240;15.3;20;7
2800177;443633;4471792;0;15.8;32;6
2800177;443633;4471792;120;15.8;32;6
2800177;443633;4471792;240;15.8;32;6
2800180;441304;4479194;0;14.9;50.5;15
2800180;441304;4479194;120;14.9;50.5;14
2800180;441304;4479194;270;14.9;51;16
2800181;450816;4479477;20;16.3;24;0
2800181;450816;4479477;120;16.3;24;0
2800181;450816;4479477;240;16.3;24;0
2800184;436275;4471374;0;16.1;21;12
2800184;436275;4471374;120;16.1;21;9
2800184;436275;4471374;240;16.1;21;6
2800185;442060;4467890;0;14.7;36.5;10
2800185;442060;4467890;130;14.7;37;6
2800185;442060;4467890;240;14.7;35.8;5
2800194;447320;4474068;70;16;24.5;10
2800194;447320;4474068;190;16;24.5;6
2800194;447320;4474068;280;16;24.5;10
2800199;442740;4476714;0;16;37.5;16
2800199;442740;4476714;105;16;37.5;13
2800199;442740;4476714;255;16;37.5;13
2800201;432718;4470177;20;16;21;7
2800201;432718;4470177;120;16;21;8
2800201;432718;4470177;240;16;21;6
2800202;444945;4474346;0;15;23.5;14
2800202;444945;4474346;120;15;23.5;14
2800202;444945;4474346;240;15;23.5;14
2800203;441564;4476567;0;15.8;32;2
2800203;441564;4476567;120;15.8;32;5
2800203;441564;4476567;240;15.8;32;5
2800205;439538;4490041;0;15;28.95;7
2800205;439538;4490041;140;15;27.9;9
2800209;440580;4472984;15;15.1;29.25;6
2800209;440580;4472984;120;15.1;25.5;8
2800209;440580;4472984;255;15.1;29.25;8
2800210;442050;4480353;0;15.3;58.35;10
2800210;442050;4480353;120;15.3;58.35;12
2800210;442050;4480353;240;15.3;58.35;14
2800214;446953;4474732;0;14.8;21;8
2800214;446953;4474732;120;14.8;22;8
2800214;446953;4474732;240;14.8;24;8
2800215;438112;4471348;0;16;24;9
2800215;438112;4471348;120;16;24;9
2800215;438112;4471348;240;16;24;7
2800219;440300;4474066;0;17;30;12
2800219;440300;4474066;120;17;30;14
2800219;440300;4474066;240;16.5;30;13
2800220;441296;4474187;0;15;27.2;7
2800220;441296;4474187;120;15;27.2;6
2800220;441296;4474187;240;15;27.2;6
2800222;442063;4476108;0;14.6;32.4;6
2800222;442063;4476108;120;14.6;32.4;5
2800222;442063;4476108;240;14.6;32.4;8
2800227;440731;4471061;0;15.8;47.4;11
2800227;440731;4471061;120;15.8;47.4;11
2800227;440731;4471061;240;15.8;47.4;13
2800229;434251;4468509;10;15;23.69;6
2800229;434251;4468509;120;15;23.69;8
2800229;434251;4468509;285;15;23.69;6
2800236;442645;4474412;0;15;31.65;7
2800236;442645;4474412;120;15;31.65;11
2800236;442645;4474412;240;15;31.65;10
2800237;442194;4481781;0;16.1;33;12
2800237;442194;4481781;120;16.1;33;5
2800237;442194;4481781;240;16.1;33;8
2800240;439338;4468930;0;17;44.3;8
2800240;439338;4468930;140;17;44.3;8
2800240;439338;4468930;240;17;44.3;9
2800242;442507;4477944;0;17;34.8;9
2800242;442507;4477944;120;17;34.8;11
2800242;442507;4477944;240;17;34.8;11
2800243;442410;4479608;0;15.9;32;7
2800243;442410;4479608;120;15.9;32;7
2800243;442410;4479608;240;15.9;32;7
2800245;444888;4480737;0;16;34.5;14
2800245;444888;4480737;120;16.5;34.5;14
2800245;444888;4480737;240;16;24;12
2800246;440034;4475495;120;16;26;4
2800246;440034;4475495;220;16;26;3
2800249;437746;4473404;120;16;35;11
2800249;437746;4473404;240;16;35;10
2800253;446599;4470528;0;15.8;29;7
2800253;446599;4470528;120;15.8;29;10
2800253;446599;4470528;240;15.8;29;7
2800254;434809;4470193;0;15;24;6
2800254;434809;4470193;120;15;24;9
2800254;434809;4470193;240;15;24;5
2800262;439509;4471173;0;15.9;30;7
2800262;439509;4471173;120;15.9;30;7
2800262;439509;4471173;240;15.9;30;7
2800267;448948;4472591;0;15.1;28.7;7
2800267;448948;4472591;120;15.1;28.7;9
2800267;448948;4472591;240;15.1;28.7;7
2800270;430255;4470386;345;16.1;17;6
2800270;430255;4470386;105;16.1;17;6
2800276;442279;4474809;20;16;33.5;9
2800276;442279;4474809;120;16;33.5;11
2800276;442279;4474809;240;16;32.5;13
2800278;442750;4475085;40;15.3;43.5;11
2800278;442750;4475085;140;15.3;43.5;14
2800278;442750;4475085;240;15.3;43.5;14
2800279;441180;4477574;0;16.1;34.66;9
2800279;441180;4477574;120;16.1;34.66;6
2800279;441180;4477574;240;16.1;34.66;6
2800284;438902;4473317;10;16;29;9
2800284;438902;4473317;120;16;29;6
2800284;438902;4473317;240;16;29;5
2800291;437882;4477574;40;15.1;29;10
2800291;437882;4477574;150;15.1;29;10
2800291;437882;4477574;260;15.1;29;10
2800303;439679;4465773;0;16;37;15
2800303;439679;4465773;120;16;37;13
2800303;439679;4465773;240;16;37;11
2800304;439330;4475757;0;15;33;10
2800304;439330;4475757;120;15;33;11
2800304;439330;4475757;240;15;33;19
2800306;441241;4478139;340;18.3;60;7
2800306;441241;4478139;20;18.3;60;22
2800306;441241;4478139;170;18.3;60;18
2800306;441241;4478139;210;18.3;60;13
2800307;441660;4479633;310;15.3;24;12
2800307;441660;4479633;120;15.3;24;9
2800307;441660;4479633;210;15.3;24;8
2800309;438463;4483002;0;15.1;34;4
2800309;438463;4483002;120;15.1;34;4
2800309;438463;4483002;240;15.1;34;4
2800310;444888;4481510;0;15.1;25;5
2800310;444888;4481510;120;15.1;25;3
2800310;444888;4481510;240;15.1;25;3
2800313;439393;4479856;350;15.3;30.35;13
2800313;439393;4479856;120;15.3;30.35;10
2800313;439393;4479856;250;15.3;30.35;10
2800331;433840;4486901;0;15.9;29;6
2800331;433840;4486901;150;15.9;29;3
2800331;433840;4486901;240;15.9;29;4
2800352;440190;4474345;0;15.1;28.5;9
2800352;440190;4474345;115;18.3;28.5;8
2800352;440190;4474345;175;18.3;28.5;8
2800352;440190;4474345;240;15.1;28.5;10
2800353;433511;4477853;0;15.1;29;8
2800353;433511;4477853;120;15.1;29;12
2800353;433511;4477853;240;15.1;29;10
2800354;437166;4480790;65;14.6;35.5;8
2800354;437166;4480790;180;14.6;35.5;8
2800354;437166;4480790;305;14.6;35.5;8
2800355;441630;4475731;0;14.6;37;9
2800355;441630;4475731;120;14.6;37;10
2800355;441630;4475731;240;14.6;37;9
2800356;442781;4476170;0;16;31.88;10
2800356;442781;4476170;120;16;31.88;13
2800356;442781;4476170;240;16;31.88;12
2800357;442099;4475770;15;15.1;33;7
2800357;442099;4475770;120;15.1;33;9
2800360;446492;4477634;335;15.8;31;9
2800360;446492;4477634;95;15.8;31;9
2800360;446492;4477634;205;15.8;31;10
2800361;440677;4484918;70;14.4;29.09;3
2800361;440677;4484918;170;14.4;29.09;3
2800361;440677;4484918;240;14.4;29.09;12
2800362;441420;4471782;0;15.3;35;9
2800362;441420;4471782;120;15.3;35;12
2800362;441420;4471782;240;15.3;35;12
2800364;436150;4473178;20;17;36;20
2800364;436150;4473178;120;17;36;13
2800364;436150;4473178;190;17;36;9
2800364;436150;4473178;85;17;36;18
2800367;439153;4479317;345;14.6;17;13
2800367;439153;4479317;130;14.6;19;5
2800367;439153;4479317;240;14.6;19;5
2800368;440085;4478703;15;15.1;33;7
2800368;440085;4478703;120;15.1;33;5
2800368;440085;4478703;240;15.1;33;8
2800370;432705;4478571;0;15.1;23;6
2800370;432705;4478571;140;15.1;23;10
2800370;432705;4478571;250;15.1;23;7
2800371;438473;4479621;10;16;26;16
2800371;438473;4479621;120;16;26;14
2800371;438473;4479621;240;16;26;14
2800376;439049;4471925;5;15.3;29.5;8
2800376;439049;4471925;125;15.3;29.5;8
2800376;439049;4471925;245;15.3;29.5;8
2800377;443581;4470990;0;16;28;7
2800377;443581;4470990;110;16;28.22;8
2800377;443581;4470990;240;16;28;11
2800378;436894;4473389;0;15.5;8;10
2800378;436894;4473389;120;15.5;8;10
2800378;436894;4473389;240;15.5;8;9
2800380;438308;4473977;0;15.1;29.5;15
2800380;438308;4473977;120;15.1;29.5;18
2800380;438308;4473977;240;15.1;29.5;15
2800381;438839;4475770;70;14.6;32;7
2800381;438839;4475770;160;14.6;32;8
2800381;438839;4475770;290;14.6;32;9
2800382;443763;4476617;0;15.3;50;7
2800382;443763;4476617;120;15.3;50;9
2800382;443763;4476617;240;15.3;50;5
2800383;444297;4478559;0;14.6;18.6;2
2800383;444297;4478559;120;14.6;18.6;3
2800383;444297;4478559;240;14.6;18.6;6
2800384;440738;4473707;0;15;23.08;7
2800384;440738;4473707;120;15;23.08;7
2800384;440738;4473707;240;15;23.08;6
2800385;439834;4476065;0;15.8;30;7
2800385;439834;4476065;110;15.8;30;11
2800385;439834;4476065;250;15.8;30;11
2800390;437732;4470044;0;15.3;43.85;14
2800390;437732;4470044;120;15.3;43.85;14
2800390;437732;4470044;240;15.3;43.85;14
2800391;436102;4469710;60;15.1;26;12
2800391;436102;4469710;170;15.1;26;9
2800391;436102;4469710;350;15.1;26;12
2800392;440962;4476668;0;14.6;33;10
2800392;440962;4476668;120;14.6;33;12
2800392;440962;4476668;240;14.6;33;11
2800393;444912;4475384;350;15.1;42.5;3
2800393;444912;4475384;105;15.1;42.5;4
2800393;444912;4475384;230;15.1;39;3
2800394;446076;4476654;0;14.6;28;8
2800394;446076;4476654;120;14.6;28;11
2800394;446076;4476654;240;14.6;28;8
2800398;440646;4475588;0;15.9;32.93;14
2800398;440646;4475588;120;15.9;32.93;16
2800398;440646;4475588;240;15.9;32.93;18
2800399;443736;4473783;0;15.1;43.19;5
2800399;443736;4473783;110;15.1;43.19;7
2800399;443736;4473783;250;15.1;43.19;8
2800400;440489;4479769;0;15.9;20.05;8
2800400;440489;4479769;120;15.9;20.05;4
2800400;440489;4479769;240;15.9;20.05;8
2800401;447654;4477984;0;15.3;23;8
2800401;447654;4477984;90;15.3;23;6
2800401;447654;4477984;240;15.3;23;6
2800406;440549;4473343;0;16.4;29;6
2800406;440549;4473343;120;16.4;29;8
2800406;440549;4473343;240;16.4;29;12
2800407;450612;4478065;0;15.8;27.59;11
2800407;450612;4478065;120;15.8;27.59;10
2800407;450612;4478065;240;15.8;27.59;11
2800408;452512;4477744;90;14.6;24.13;4
2800408;452512;4477744;270;14.6;24.13;8
2800412;445093;4477078;0;14.4;29.42;9
2800412;445093;4477078;120;14.4;29.42;10
2800412;445093;4477078;240;14.4;29.42;10
2800415;443516;4475298;0;15.9;29.08;10
2800415;443516;4475298;120;15.9;29.08;7
2800415;443516;4475298;240;15.9;29.08;8
2800417;435473;4471941;0;17;42.44;15
2800417;435473;4471941;120;17;42.44;13
2800417;435473;4471941;240;17;42.44;9
2800421;446427;4478849;350;15;19;13
2800421;446427;4478849;110;15;19;10
2800421;446427;4478849;230;15;19;10
2800422;437193;4482038;20;14;9;2
2800422;437193;4482038;220;10.1;5;0
2800423;436503;4482888;320;15.3;19;5
2800423;436503;4482888;100;15.3;19;5
2800427;444324;4471451;50;15.1;32.65;3
2800427;444324;4471451;130;15.1;32.65;4
2800427;444324;4471451;270;15.1;32.65;8
2800482;439963;4471674;342;16;28.5;13
2800482;439963;4471674;106;16;28.5;10
2800482;439963;4471674;229;16;28;6
2800485;442184;4469954;340;16.4;21.5;7
2800485;442184;4469954;170;16.4;23.8;10
2800485;442184;4469954;260;16.4;21.5;10
2800487;437095;4471817;0;17;25.75;8
2800487;437095;4471817;120;17;23.35;10
2800487;437095;4471817;240;17;25.75;7
2800488;443101;4478497;340;14.6;35.2;10
2800488;443101;4478497;120;14.6;35.2;11
2800488;443101;4478497;240;14.6;35.2;9
2800489;440135;4473379;80;15;29.2;12
2800489;440135;4473379;290;15;29.2;12
2800512;442067;4489256;90;16.9;30;9
2800512;442067;4489256;240;16.9;30;9
2800513;430381;4480475;110;17;26.3;4
2800513;430381;4480475;290;17;26.3;4
2800566;437345;4484988;90;14.6;29.1;7
2800566;437345;4484988;180;14.6;29.1;17
2800566;437345;4484988;270;14.6;29.1;8
2800584;448301;4470914;35;14.4;36.91;8
2800584;448301;4470914;180;14.4;38.91;14
2800584;448301;4470914;250;14.4;36.91;14
2800622;441009;4468072;330;16;27.5;8
2800622;441009;4468072;120;16;27.5;9
2800622;441009;4468072;240;16;27.5;6
2800624;441511;4464994;310;16;29;11
2800624;441511;4464994;120;16;29;17
2800624;441511;4464994;210;16;29;11
2800639;449441;4480382;30;15.9;10.8;8
2800639;449441;4480382;150;15.9;10.8;2
2800639;449441;4480382;270;15.9;10.8;4
2800659;440687;4488285;340;15;19;10
2800659;440687;4488285;60;15;19;9
2800659;440687;4488285;140;15;19;8
2800709;441888;4480828;350;16;24.3;10
2800709;441888;4480828;130;16;24.3;10
2800709;441888;4480828;210;16;24.3;9
2800723;440576;4479292;0;16;25.7;6
2800723;440576;4479292;150;16;24.7;4
2800723;440576;4479292;240;16;25.7;7
2800741;441581;4483260;0;17;27.5;9
2800741;441581;4483260;90;17;27.5;8
2800741;441581;4483260;220;17;27.5;8
2800743;436641;4478573;350;17;23.7;4
2800743;436641;4478573;140;17;23.7;6
2800743;436641;4478573;230;17;23.7;7
2800744;438686;4474866;350;15;37;5
2800744;438686;4474866;110;15;37;7
2800744;438686;4474866;230;15;37;10
2800746;437791;4468418;0;16.4;34.05;12
2800746;437791;4468418;110;16.4;34.05;9
2800746;437791;4468418;240;16.4;34.05;12
2800748;444018;4472271;40;16.4;33;11
2800748;444018;4472271;150;16.4;33;13
2800748;444018;4472271;260;16.4;33;7
2800751;444422;4475947;10;15.9;30.5;9
2800751;444422;4475947;120;15.9;30.5;10
2800751;444422;4475947;240;15.9;30.5;10
2800754;446865;4469964;0;16;20;10
2800754;446865;4469964;120;16;20;8
2800754;446865;4469964;240;16;20;4
2800755;445759;4469619;0;15.3;33.35;10
2800755;445759;4469619;120;15.3;33.35;12
2800755;445759;4469619;240;15.3;34.4;15
2800757;446045;4480663;0;16;43;6
2800757;446045;4480663;110;16;43;10
2800757;446045;4480663;260;16;43;14
2800758;450171;4478349;0;14.5;25.6;4
2800758;450171;4478349;120;14.5;25.6;6
2800758;450171;4478349;240;14.5;25.6;10
2800762;445953;4473436;25;16.4;39;11
2800762;445953;4473436;145;16.4;39;13
2800762;445953;4473436;265;16.4;39;11
2800764;440305;4477864;20;16;27.9;9
2800764;440305;4477864;140;16;27.9;7
2800764;440305;4477864;240;16;27.9;10
2800775;444057;4473084;10;16;34.5;6
2800775;444057;4473084;120;16;34.5;6
2800775;444057;4473084;240;16;34.5;8
2800777;447884;4479298;0;16.4;27.25;8
2800777;447884;4479298;80;16.4;27.25;13
2800777;447884;4479298;240;16.4;27.25;13
2800783;435361;4480487;55;15.5;14;3
2800783;435361;4480487;315;15.5;11;0
2800786;442204;4476592;0;15.1;36;6
2800786;442204;4476592;120;15.1;33;3
2800786;442204;4476592;240;15.1;33;6
2800791;447481;4472087;340;15.1;22;5
2800791;447481;4472087;100;15.1;22;12
2800791;447481;4472087;250;15.1;22;12
2800792;431891;4481793;90;16;21;9
2800792;431891;4481793;150;16;21;9
2800792;431891;4481793;240;16;21;9
2800796;440145;4474771;10;15.1;33.3;8
2800796;440145;4474771;80;15.3;33.3;8
2800796;440145;4474771;300;15.1;33.3;5
2800905;442507;4475690;0;15.3;31.8;6
2800905;442507;4475690;100;15.3;31.8;6
2800905;442507;4475690;240;15.3;31.8;4
2800910;439759;4470396;0;15.3;18.2;8
2800910;439759;4470396;120;15.3;18.2;9
2800910;439759;4470396;240;15.3;18.2;9
2800911;442867;4474080;0;15.3;29.3;9
2800911;442867;4474080;120;15.3;29.8;13
2800911;442867;4474080;240;15.3;29.8;10
2800919;440035;4481949;0;16;28.5;9
2800919;440035;4481949;120;16;28.5;7
2800919;440035;4481949;240;16;28.5;7
2800921;440674;4483005;40;14.9;35.2;5
2800921;440674;4483005;40;15.1;35.2;5
2800921;440674;4483005;40;14.9;35.2;5
2800922;443171;4475198;0;17;33;10
2800922;443171;4475198;120;17;33;10
2800922;443171;4475198;240;17;33;13
2800927;440002;4476920;30;15.3;33.85;11
2800927;440002;4476920;180;15.3;34.05;12
2800927;440002;4476920;270;15.3;33.85;11
2800930;438437;4478238;355;15.1;26;11
2800930;438437;4478238;120;15.1;26;13
2800930;438437;4478238;205;15.1;26;14
2800931;447248;4476569;0;14.6;29.5;5
2800931;447248;4476569;120;14.6;29.5;6
2800931;447248;4476569;240;14.6;31.5;5
2800932;441026;4469846;0;17;28.2;11
2800932;441026;4469846;120;17;28.2;10
2800932;441026;4469846;240;17;28.2;9
2800936;440876;4479281;25;15;30.1;6
2800936;440876;4479281;125;15;30.1;4
2800936;440876;4479281;240;15;30.1;8
2800937;439062;4476383;345;15.3;35.3;8
2800937;439062;4476383;100;15.3;35.3;4
2800937;439062;4476383;235;15.3;35.3;9
2800939;443160;4476415;340;15.3;29.42;9
2800939;443160;4476415;100;15.3;29.42;8
2800939;443160;4476415;220;15.3;29.42;6
2800941;438553;4470905;0;15.3;37;10
2800941;438553;4470905;120;15.3;37;10
2800941;438553;4470905;240;15.3;37;10
2800942;447611;4478603;100;15.8;23.95;9
2800942;447611;4478603;190;15.8;23.95;8
2800942;447611;4478603;320;15.8;23.95;6
2801305;452239;4468412;25;16.5;32;8
2801305;452239;4468412;220;16.5;32;7
2801306;449752;4466282;55;16.5;40;10
2801306;449752;4466282;250;16.5;40;10
2801307;447035;4465312;75;16.5;39;7
2801307;447035;4465312;235;16.5;39;9
2801307;447035;4465312;270;16.5;39;8
2801308;444203;4465715;325;17.1;25;9
2801308;444203;4465715;115;17.1;25;12
2801461;438148;4475125;50;15.1;48;6
2801461;438148;4475125;120;15.1;48;8
2801461;438148;4475125;340;15.1;48;8
2801463;440971;4474902;0;15.5;27.14;8
2801463;440971;4474902;120;15.5;27.14;9
2801463;440971;4474902;240;15.5;27.14;9
2801467;439783;4477632;0;15.5;37.02;2
2801467;439783;4477632;120;15.5;37.02;6
2801467;439783;4477632;240;15.5;36.04;8
2801468;439686;4479096;330;15;33;14
2801468;439686;4479096;200;15;34.5;14
2801468;439686;4479096;290;15;34.5;11
2801471;438513;4481998;25;14.5;16.78;9
2801471;438513;4481998;110;14.5;16.78;9
2801471;438513;4481998;260;14.5;16.78;9
2801487;444937;4470383;20;15.8;46.85;9
2801487;444937;4470383;110;15.8;46.85;15
2801487;444937;4470383;255;15.8;46.85;15
2801487;444937;4470383;310;15.8;46.85;11
2801488;445662;4470907;0;13.7;44.25;12
2801488;445662;4470907;140;13.7;44.25;14
2801488;445662;4470907;250;13.7;44.25;14
2801490;442334;4473118;40;14;30.31;2
2801490;442334;4473118;160;14;30.31;2
2801490;442334;4473118;260;14;30.31;2
2801491;442651;4470382;0;14.7;32.4;10
2801491;442651;4470382;60;14.7;32.4;10
2801491;442651;4470382;240;14.7;32.4;10
2801497;445702;4473052;330;14.5;35.12;9
2801497;445702;4473052;60;14.5;35.12;10
2801497;445702;4473052;145;14.5;35.12;11
2801499;446415;4475329;0;16;33;11.5
2801499;446415;4475329;120;16;33;9.5
2801499;446415;4475329;240;16;33;9.5
2801502;448085;4476706;0;14;21;9
2801502;448085;4476706;105;14;21;9
2801502;448085;4476706;240;14;21;9
2801503;447372;4474535;10;15.8;28;10
2801503;447372;4474535;110;15.8;28;10
2801503;447372;4474535;230;15.8;28;11
2801506;443644;4474376;0;14.7;53.4;19
2801506;443644;4474376;120;13.9;53.4;15
2801506;443644;4474376;240;13.9;53.4;15
2801516;443887;4478832;50;15;24.31;5
2801516;443887;4478832;150;15;24.26;8
2801516;443887;4478832;240;15;24.26;15
2801517;444961;4478581;0;14.8;13.35;6
2801517;444961;4478581;120;14.8;13.35;6
2801517;444961;4478581;240;14.8;13.35;6
2801519;443552;4479431;40;14.6;17.55;6
2801519;443552;4479431;120;14.6;17.55;9
2801520;444205;4480926;20;14.5;21.5;10
2801520;444205;4480926;140;14.5;21.5;3
2801520;444205;4480926;260;14.5;21.5;3
2801538;443116;4478667;0;15.3;32;4
2801538;443116;4478667;120;15.3;32;4
2801538;443116;4478667;240;15.3;32;4
2801539;443290;4476995;0;15.1;48.1;6
2801539;443290;4476995;100;15.1;48.1;6
2801539;443290;4476995;210;15.1;48.1;3
2801543;441904;4477586;320;14.6;19;7
2801543;441904;4477586;120;14.6;19;9
2801543;441904;4477586;240;14.6;19;8
2801545;439837;4474170;0;15.8;23.05;13
2801545;439837;4474170;120;15.8;23.75;11
2801545;439837;4474170;240;15.8;23.75;13
2801546;441142;4473147;30;15.5;31.5;10
2801546;441142;4473147;130;15.5;30.04;11
2801546;441142;4473147;280;15.5;32.5;10
2801550;443006;4477401;0;13.7;29;8
2801550;443006;4477401;120;13.7;29;8
2801550;443006;4477401;240;13.7;29;8
