PROV_EMPLA;X(UTMHuso30);Y(UTMHuso30);ORIENTACION;GANT;altura;tilt total
2808460;433415;4479361;270;15.7;18.25;6
2808483;448087;4473002;30;15.3;20;8
2808483;448087;4473002;260;15.3;20;8
2808483;448087;4473002;315;15.3;20;7
2808759;441630;4473156;20;13.9;36;5
2808759;441630;4473156;120;13.9;36;14
2808759;441630;4473156;210;13.9;34.2;10
2808796;440980;4468169;60;16;49.4;8
2808796;440980;4468169;210;16;48.25;8
2808796;440980;4468169;330;16;48.25;6
2808819;443827;4483522;25;15.7;18.5;6
2808819;443827;4483522;240;15.7;18.5;6
2808819;443827;4483522;340;15.7;18.5;6
2808842;439292;4476345;0;15;34;3
2808842;439292;4476345;150;15;34;3
2808842;439292;4476345;240;15;34;3
2808942;443111;4470743;350;15.3;17.72;5
2808942;443111;4470743;100;15.3;17.72;2
2808942;443111;4470743;230;15.3;17.72;2
2808972;443202;4483277;20;15.5;27;8
2808972;443202;4483277;155;15.5;27;6
2808972;443202;4483277;250;15.5;27;9
2809004;439116;4477184;5;14.9;24;9
2809004;439116;4477184;125;14.9;24;6
2809004;439116;4477184;215;14.9;24;8
2809056;442374;4472804;30;14.8;15;10
2809056;442374;4472804;140;14.1;15;8
2809056;442374;4472804;240;14.8;15;10
2809263;448171;4469139;0;14.4;29;9
2809263;448171;4469139;120;14.4;29;8
2809263;448171;4469139;240;14.4;29;9
2809337;440205;4468788;0;14.5;25;9
2809337;440205;4468788;120;14.5;25;7
2809337;440205;4468788;240;14.5;25;7
2809401;446474;4484242;0;16.8;16.65;3
2809401;446474;4484242;130;16.8;16.65;6
2809401;446474;4484242;240;16.8;16.65;6
2809409;441031;4476283;0;15.3;33;6
2809409;441031;4476283;120;15.3;33;6
2809409;441031;4476283;240;15.3;33;6
2809415;440588;4476075;350;14.5;26.52;3
2809415;440588;4476075;120;14.5;26.52;8
2809415;440588;4476075;250;14.5;26.52;9
2809469;446266;4473179;0;15.3;17;3
2809469;446266;4473179;120;15.3;17;3
2809469;446266;4473179;240;15.3;17;3
2809488;450633;4478880;0;14.4;27;9
2809488;450633;4478880;140;14.4;27;11
2809488;450633;4478880;270;14.4;27;11
2809497;437365;4473630;0;17;5.74;11
2809497;437365;4473630;120;17;5.74;8
2809497;437365;4473630;240;17;5.74;8
2809500;443350;4469861;0;13.7;31.75;6
2809500;443350;4469861;90;13.7;31.75;6
2809500;443350;4469861;270;13.7;29.75;6
2809511;448088;4471613;50;14.4;24.1;11
2809511;448088;4471613;190;14.4;24.1;11
2809511;448088;4471613;350;14.4;24.1;8
2809526;450367;4480436;0;14.6;26.6;12
2809526;450367;4480436;120;14.6;26.6;12
2809526;450367;4480436;240;14.6;26.6;8
2809528;450214;4472202;20;14.5;24.3;6
2809528;450214;4472202;120;14.5;24.3;6
2809528;450214;4472202;270;14.5;24.3;6
2809544;443844;4477163;0;15.4;39.9;10
2809544;443844;4477163;150;15.4;39.9;10
2809544;443844;4477163;270;15.4;39.9;8
2809548;440612;4475384;0;15.9;29;6
2809548;440612;4475384;120;15.9;29;6
2809548;440612;4475384;240;15.9;29;6
2809556;439800;4481002;340;15.3;41;7
2809556;439800;4481002;150;15.3;41;7
2809556;439800;4481002;260;15.3;41;7
2809560;443029;4479872;30;14;55.5;13
2809560;443029;4479872;120;14;55.5;15
2809560;443029;4479872;240;14;55.5;15
2809736;442934;4474638;60;16.2;17.04;8
2809736;442934;4474638;180;16.2;17.04;7
2809736;442934;4474638;300;16.2;17.04;5
2809768;441156;4487728;40;15.8;11;6
2809768;441156;4487728;170;15.8;11;6
2809768;441156;4487728;310;15.8;11;6
2809793;432846;4479696;0;15;17.55;6
2809793;432846;4479696;170;15;17.2;6
2809793;432846;4479696;260;15;17.2;6
2809896;441514;4474677;0;15.5;27.61;8
2809896;441514;4474677;120;15.5;27.61;8
2809896;441514;4474677;240;15.5;27.61;8
2809967;440511;4472248;0;14.1;35.75;1
2809967;440511;4472248;160;14.1;39.75;3
2809967;440511;4472248;300;14.1;37.75;3
2810061;451505;4479442;50;17;11;4
2810061;451505;4479442;170;17;11;4
2810061;451505;4479442;290;17;11;4
2810423;447976;4481172;40;17;23.6;7
2810423;447976;4481172;210;17;23.6;7
2810423;447976;4481172;300;17;23.6;5
2810447;438764;4472396;90;17;29.2;5
2810447;438764;4472396;200;17;29.2;2
2810447;438764;4472396;320;17;29.2;7
2810564;439645;4477383;10;17;38;8
2810564;439645;4477383;120;17;38;8
2810564;439645;4477383;240;17;38;10
2810714;439580;4480430;350;15.5;34;9
2810714;439580;4480430;120;15.5;37;5
2810714;439580;4480430;240;15.5;37;10
2810729;442082;4475389;50;14.4;30.2;3
2810729;442082;4475389;120;14.4;30.2;3
2810729;442082;4475389;210;14.4;30.2;3
2810915;444359;4480048;0;15.3;16.88;9
2810915;444359;4480048;120;15.3;17.88;11
2810915;444359;4480048;230;15.3;17.88;11
2811283;440159;4475916;20;15.9;48;8
2811283;440159;4475916;170;15.9;48;11
2811283;440159;4475916;260;15.9;48;11
2811394;435647;4468620;0;15.3;27;8
2811394;435647;4468620;120;15.3;27;10
2811394;435647;4468620;240;15.3;27;8
2811464;443287;4465842;340;15.3;29;6
2811464;443287;4465842;180;15.3;29;6
2811464;443287;4465842;270;15.3;29;6
2811479;443609;4480107;350;15;21.5;3
2811479;443609;4480107;110;15;21.5;3
2811479;443609;4480107;230;15;21.5;3
2811486;450753;4477477;0;15;24;3
2811486;450753;4477477;120;15;24;3
2811486;450753;4477477;250;15;24;3
2811622;442938;4471650;30;15.3;27;6
2811622;442938;4471650;120;15.3;27;6
2811622;442938;4471650;270;15.3;27;6
2811625;441576;4466742;0;15.3;19;3
2811625;441576;4466742;120;15.3;19;3
2811625;441576;4466742;240;15.3;19;3
2811638;441163;4482395;300;15;24;6
2811638;441163;4482395;50;15;24;6
2811638;441163;4482395;180;15;24;6
2811687;445451;4473451;0;15.3;27.95;6
2811687;445451;4473451;130;15.3;27.95;3
2811687;445451;4473451;240;15.3;27.95;3
2811705;449711;4479117;0;15;17.6;3
2811705;449711;4479117;90;15;17.6;3
2811705;449711;4479117;180;15;17.6;3
2811711;442136;4477120;30;15.1;32.4;5
2811711;442136;4477120;120;15.1;32.4;5
2811711;442136;4477120;240;15.1;32.4;7
2812427;442618;4478515;0;14;31.45;5
2812427;442618;4478515;90;14;31.45;5
2812427;442618;4478515;230;14;31.45;5
2804644;443912;4484931;350;16.3;4;4
2804644;443912;4484931;130;16.3;4;6
2804644;443912;4484931;240;16.3;4;6
2804972;441711;4470419;0;11;9;0
2804972;441711;4470419;0;11;9;0
2805891;442765;4473696;0;17.2;30.8;7
2805891;442765;4473696;120;17.2;30.8;8
2805891;442765;4473696;240;17.2;30.8;7
2805923;439217;4475637;0;16.9;28.71;8
2805923;439217;4475637;120;16.9;28.71;8
2805923;439217;4475637;240;16.9;28.71;8
2808105;447474;4476364;0;17;22.5;4
2808105;447474;4476364;120;17;22.5;6
2808105;447474;4476364;240;17;22.5;4
2808132;441815;4468291;315;17.2;33.65;7
2808132;441815;4468291;180;17.2;33.65;6
2808132;441815;4468291;245;17.2;32.95;6
2809360;451801;4483117;20;11;19;2
2809360;451801;4483117;120;11;19;2
2809360;451801;4483117;215;11;19;2
2809583;438922;4471560;0;16.7;22.75;7
2809583;438922;4471560;120;16.7;22.75;7
2809583;438922;4471560;240;16.7;22.15;7
2810304;441405;4473123;360;7;7;0
2810304;441405;4473123;360;7;7;0
