scene_name,scenes_size,num_elements,max_vertex_count,min_vertex_count,avg_vertex_count,tallest_building,shortest_building,avg_building_height,tot_num_faces,avg_num_faces_building,max_num_faces_building,diff_coords_biggest_building,min_coords_biggest_building,max_coords_biggest_building,tot_buildings_area,avg_building_area,max_building_area,min_occuppied_percentage_area,max_occuppied_percentage_area,avg_occuppied_percentage_area,total_occuppied_percentage_area,tot_buildings_volume_max,avg_building_volume,max_building_volume
2809500,[400.       400.        23.469793],164,50,8,9.877300613496933,23.46979331970215,4.047230243682861,7.216508303683228,2089,12.815950920245399,73,"[68.74993896484375, 63.94187545776367, 15.880859375]","[-69.72972106933594, -101.53233337402344, 0.0]","[-0.9797821044921875, -37.590457916259766, 15.880859375]",31204.14361092392,191.43646387069887,4396.000035018893,0.04089719005301276,2.747500021886808,0.11964778991918681,19.502589756827454,339587.7127644679,2083.3602010090044,69812.25836863011
2809337,[400.       400.        21.520267],12,16,8,8.727272727272727,21.520267486572266,4.623385429382324,15.518902778625488,122,11.090909090909092,22,"[80.18399047851562, 153.06382751464844, 15.958663940429688]","[-86.16951751708984, -100.36444091796875, 0.0]","[-5.985527038574219, 52.69939041137695, 15.958663940429688]",16351.460335829164,1486.4963941662877,12273.268793917377,0.19601938801890356,7.670792996198361,0.9290602463539298,10.219662709893228,257452.86805688567,23404.80618698961,195864.97213269022
2800754,[400.       400.        20.509346],99,32,8,13.63265306122449,20.50934600830078,3.969841718673706,10.857260940026263,1808,18.448979591836736,46,"[42.51968002319336, 39.195648193359375, 10.6878023147583]","[53.79568862915039, -112.19197082519531, 0.0]","[96.31536865234375, -72.99632263183594, 10.6878023147583]",39728.56043685554,405.39347384546465,1666.5864194832975,0.02532547350590903,1.0416165121770609,0.2533709211534154,24.83035027303471,464382.61993496673,4738.598162601702,17812.146191898337
2809409,[400.       400.        18.883034],39,70,8,19.842105263157894,18.883033752441406,12.766345977783203,15.920091252577933,1055,27.763157894736842,103,"[87.07720947265625, 62.66156005859375, 14.136953353881836]","[-102.91413116455078, -89.97435760498047, 0.0]","[-15.836921691894531, -27.31279754638672, 14.136953353881836]",37094.80173681697,976.1789930741307,5456.393791105598,0.1601226532601777,3.4102461194409988,0.6101118706713318,23.184251085510606,585863.6431184084,15417.464292589695,77136.7845052703
2802373,[400.       400.        20.298046],11,32,8,24.2,20.298046112060547,13.050135612487793,16.800181102752685,343,34.3,46,"[76.72816467285156, 51.139957427978516, 14.71146297454834]","[72.14820861816406, -35.94059753417969, 0.0]","[148.87637329101562, 15.199359893798828, 14.71146297454834]",14605.051918574354,1460.5051918574354,3923.875074896554,0.5370902677327831,2.4524219218103465,0.9128157449108972,9.128157449108972,239777.22211188666,23977.722211188666,57725.942881093746
2807690,[400.       400.        20.340096],6,24,8,16.4,20.34009552001953,15.172654151916504,17.22214756011963,117,23.4,36,"[96.46704864501953, 96.23573303222656, 16.886049270629883]","[-72.0726089477539, -37.02878952026367, 0.0]","[24.394437789916992, 59.20694351196289, 16.886049270629883]",23909.636853134085,4781.927370626817,9386.346154980361,0.5980239256916684,5.866466346862726,2.9887046066417606,14.943523033208804,405996.2205913232,81199.24411826464,156762.93789098618
2803987,[400.       400.        16.699385],6,58,8,19.6,16.699384689331055,4.233116626739502,9.13731346130371,137,27.4,85,"[147.1120147705078, 147.03102111816406, 16.699384689331055]","[-101.59333038330078, -171.03836059570312, 0.0]","[45.51868438720703, -24.007339477539062, 16.699384689331055]",22508.94775253646,4501.789550507292,21630.029750458198,0.030171714375751436,13.518768594036374,2.8136184690670576,14.068092345335288,366969.6227921492,73393.92455842983,361208.1876445768
2803093,[400.       400.        40.309837],32,242,8,30.129032258064516,40.309837341308594,13.06292724609375,17.591752698344568,1287,41.516129032258064,301,"[103.92570495605469, 81.31927490234375, 16.212718963623047]","[-87.82154846191406, -85.51082611083984, 0.0]","[16.104156494140625, -4.191547870635986, 16.212718963623047]",34116.43352780383,1100.5301138001234,8451.163317630744,0.19131635649617237,5.281977073519215,0.6878313211250772,21.32277095487739,608256.8976593985,19621.19024707737,137016.3357844274
2803242,[400.       400.        21.732073],108,34,8,11.981308411214954,21.732072830200195,3.945523262023926,9.853935219417108,1713,16.009345794392523,49,"[69.08112335205078, 47.58937072753906, 18.567852020263672]","[68.65026092529297, -119.38622283935547, 0.0]","[137.73138427734375, -71.7968521118164, 18.567852020263672]",39829.840638988266,372.2415012989558,3287.5271894756006,0.008429357393424652,2.0547044934222503,0.23265093831184738,24.893650399367665,532043.0092751962,4972.364572665386,61042.31836677628
2802477,[448.04208  400.        21.735985],56,88,8,14.181818181818182,21.735984802246094,4.205567359924316,13.381327056884766,1062,19.30909090909091,130,"[187.29425048828125, 59.419586181640625, 19.030916213989258]","[60.747833251953125, -146.72708129882812, 0.0]","[248.04208374023438, -87.3074951171875, 19.030916213989258]",44670.39277644214,812.1889595716751,11128.946858214214,0.06238814008769867,6.209766669038471,0.453187888698259,24.925333878404242,721238.0111571776,13113.418384675955,211794.05520861372
2802483,[400.       400.        24.433558],94,90,8,19.913978494623656,24.433557510375977,4.0849223136901855,14.141808032989502,2636,28.344086021505376,145,"[56.4737434387207, 52.364768981933594, 18.891910552978516]","[-49.7989616394043, 60.72576141357422, 0.0]","[6.674781799316406, 113.09053039550781, 18.891910552978516]",59604.12575171884,640.9045779754715,2957.2345287135977,0.003825746930792775,1.8482715804459986,0.40056536123466974,37.25257859482428,938585.0969903108,10092.312870863552,55867.810200636864
2801539,[400.       400.        55.605568],20,100,8,38.0,55.605567932128906,8.14023494720459,26.706768889176217,979,51.526315789473685,138,"[65.99703979492188, 75.11856079101562, 22.883670806884766]","[-86.16901397705078, 47.97004318237305, 0.0]","[-20.171974182128906, 123.0886001586914, 22.883670806884766]",23195.605067676206,1220.8213193513793,4957.602394103189,0.07270415133680216,3.0985014963144932,0.763013324594612,14.497253167297632,579059.2412868814,30476.80217299375,113448.14117808118
2802334,[400.       400.        27.860186],47,1184,8,47.91304347826087,27.860185623168945,0.30000001192092896,14.935647105393203,2845,61.84782608695652,1393,"[78.86497497558594, 117.20823669433594, 21.957632064819336]","[25.15760040283203, -184.8800811767578, 0.0]","[104.02257537841797, -67.67184448242188, 21.957632064819336]",62918.306639432856,1367.7892747702795,9243.624653831357,0.0012680470539999079,5.777265408644598,0.8548682967314248,39.32394164964555,1158199.7047183136,25178.254450398126,202968.10909412193
2800106,[400.       400.        16.681734],2,40,40,40.0,16.681734085083008,16.681734085083008,16.681734085083008,58,58.0,58,"[116.78970336914062, 96.358154296875, 16.681734085083008]","[-24.878814697265625, 90.7772216796875, 0.0]","[91.910888671875, 187.1353759765625, 16.681734085083008]",11253.640257529914,11253.640257529914,11253.640257529914,7.033525160956197,7.033525160956197,7.033525160956197,7.033525160956197,187730.23426529908,187730.23426529908,187730.23426529908
2800023,[400. 400.  89.],74,751,8,76.6027397260274,89.0,4.137785911560059,19.82613403503209,7437,101.87671232876713,1063,"[56.891578674316406, 57.00669479370117, 89.0]","[-21.55866050720215, -15.13653564453125, 0.0]","[35.332916259765625, 41.87015914916992, 89.0]",52132.92111592841,714.1496043277863,4524.222549128754,0.01719688166562264,2.827639093205471,0.44634350270486645,32.58307569745525,1400300.0370826658,19182.19228880364,288644.86702473875
2802430,[400.      404.9386   18.86459],19,320,8,34.22222222222222,18.86458969116211,12.758857727050781,15.379861301845974,882,49.0,472,"[116.14117431640625, 137.9359130859375, 14.726615905761719]","[3.30584716796875, 67.0027084350586, 0.0]","[119.447021484375, 204.93861389160156, 14.726615905761719]",47538.95913090715,2641.053285050397,16020.038040119689,0.16819338518068294,9.890411958368496,1.630527026698352,29.349486480570338,730920.3700028575,40606.68722238098,235920.9470125344
2805532,[400.       400.        20.591248],28,40,8,13.407407407407407,20.59124755859375,4.045978546142578,11.393234041002062,489,18.11111111111111,58,"[115.21759033203125, 49.8940544128418, 20.59124755859375]","[-142.04046630859375, 38.400020599365234, 0.0]","[-26.8228759765625, 88.29407501220703, 20.59124755859375]",19626.12352477229,726.8934638804552,5748.672721342882,0.0970432852209342,3.5929204508393013,0.4543084149252845,12.26632720298268,306622.0113296859,11356.370789988367,118372.34313850611
2800941,[400.      400.       20.46514],36,32,8,15.028571428571428,20.465139389038086,4.2790350914001465,12.105555493491037,719,20.542857142857144,46,"[32.271202087402344, 53.45555114746094, 16.049848556518555]","[16.374557495117188, 84.99150085449219, 0.0]","[48.64575958251953, 138.44705200195312, 16.049848556518555]",18775.198415840907,536.4342404525974,1725.0748937731842,0.07556593869774587,1.0781718086082401,0.33527140028287333,11.734499009900563,277867.475269757,7939.070721993056,27687.19079371194
2801491,[400.       400.        21.430449],20,48,8,16.842105263157894,21.430448532104492,4.3192362785339355,14.089307032133403,442,23.263157894736842,70,"[74.04541015625, 71.26700592041016, 17.48986053466797]","[59.08725357055664, -145.39114379882812, 0.0]","[133.13265991210938, -74.12413787841797, 17.48986053466797]",24025.984187391587,1264.5254835469257,5276.994412122614,0.1730897911371676,3.298121507576634,0.7903284272168286,15.016240117119743,389683.6344557085,20509.664971353082,92293.89631024671
2802340,[400.       400.        18.627785],41,32,8,24.6,18.627784729003906,4.175061225891113,15.402486753463744,1396,34.9,46,"[39.22938919067383, 18.345428466796875, 15.979632377624512]","[-41.827518463134766, 90.33322143554688, 0.0]","[-2.598130702972412, 108.67864990234375, 15.979632377624512]",20300.896697971715,507.5224174492929,719.6799269502953,0.008652544511278393,0.4497999543439346,0.31720151090580806,12.688060436232321,322584.7946006916,8064.619865017293,11500.220662221383
2802487,[400.       400.        20.763647],163,34,8,10.814814814814815,20.763647079467773,4.119334697723389,8.006514693483894,2304,14.222222222222221,49,"[63.26374435424805, 39.541343688964844, 17.148778915405273]","[49.849918365478516, -106.60055541992188, 0.0]","[113.11366271972656, -67.05921173095703, 17.148778915405273]",32882.55033493266,202.97870577118923,2501.5334585621313,0.018821531259454786,1.5634584116013321,0.12686169110699327,20.551593959332916,387511.98693461803,2392.049302065543,42898.24423037111
2802458,[400.       400.        27.700575],37,42,8,20.666666666666668,27.70057487487793,4.218112468719482,16.627885580062866,1044,29.0,61,"[64.14437866210938, 53.47777557373047, 16.683671951293945]","[8.674053192138672, -139.10841369628906, 0.0]","[72.81843566894531, -85.6306381225586, 16.683671951293945]",31574.851857910166,877.0792182752824,3430.298890410195,0.05846621748874895,2.143936806506372,0.5481745114220514,19.734282411193856,507214.8533486401,14089.30148190667,57229.981382491314
2803094,[400.       400.        29.072422],127,78,8,16.793650793650794,29.07242202758789,4.130626678466797,11.373260944608658,2996,23.77777777777778,127,"[37.26213836669922, 83.66766357421875, 17.83753204345703]","[47.11308288574219, -89.7021484375, 0.0]","[84.3752212524414, -6.03448486328125, 17.83753204345703]",52372.956980713636,415.6583887358225,3117.636056920979,0.011212849550265674,1.948522535575612,0.25978649295988915,32.73309811294603,709043.3950063295,5627.328531796268,55610.933065164994
2802986,[400.       400.        19.440954],3,42,12,27.0,19.440954208374023,12.700406074523926,16.070680141448975,79,39.5,63,"[84.33338928222656, 99.77596282958984, 12.700406074523926]","[15.714420318603516, 19.765472412109375, 0.0]","[100.04780578613281, 119.54143524169922, 12.700406074523926]",13616.840196190751,6808.420098095376,8414.444733701675,3.2514971640556722,5.259027958563547,4.25526256130961,8.51052512261922,208006.39696975355,104003.19848487678,106866.86500965062
2806423,[400.       400.        17.896564],12,48,8,13.636363636363637,17.896564483642578,7.682952880859375,15.157280488447709,203,18.454545454545453,70,"[75.81592559814453, 76.04234313964844, 17.896564483642578]","[-37.53264236450195, -37.38093185424805, 0.0]","[38.28328323364258, 38.66141128540039, 17.896564483642578]",23442.079324410322,2131.0981204009386,5765.220629784162,0.13534017459096503,3.6032628936151014,1.3319363252505865,14.651299577756454,374044.8904909403,34004.080953721845,103177.64276335873
2802185,[400.       400.        29.567387],24,56,8,14.08695652173913,29.567386627197266,12.23000717163086,17.90695584338644,442,19.217391304347824,78,"[106.66244506835938, 116.73064422607422, 15.2161283493042]","[77.85305786132812, -103.4866943359375, 0.0]","[184.5155029296875, 13.243949890136719, 15.2161283493042]",66900.46197064649,2908.715737854195,12450.775927557843,0.2653835690068081,7.781734954723651,1.8179473361588718,41.81278873165406,1196401.1446345546,52017.441071067595,189452.60456214717
2804658,[400.       400.        19.806274],17,42,8,14.0,19.8062744140625,4.309274673461914,14.583363234996796,304,19.0,61,"[97.09879302978516, 80.46182250976562, 17.14632225036621]","[-163.8280487060547, -130.02732849121094, 0.0]","[-66.72925567626953, -49.56550598144531, 17.14632225036621]",22422.41498569877,1401.4009366061732,7812.745850675041,0.1499828794183304,4.882966156671901,0.8758755853788582,14.01400936606173,377441.47867662244,23590.092417288903,133959.85801588575
2802026,[400.       400.        20.172817],57,100,8,15.857142857142858,20.17281723022461,4.259716987609863,13.246070035866328,1220,21.785714285714285,148,"[60.49784469604492, 67.30398559570312, 16.507436752319336]","[-58.214111328125, 58.65373611450195, 0.0]","[2.283733367919922, 125.95772552490234, 16.507436752319336]",33380.68957471241,596.0837424055787,4506.681901496922,0.05307871236927895,2.8166761884355767,0.37255233900348667,20.862930984195252,507912.0705259074,9069.858402248346,67214.09449851296
2803944,[400.      400.       21.31378],16,36,8,12.666666666666666,21.313779830932617,4.152077674865723,12.554354826609293,255,17.0,52,"[196.99072265625, 70.40933227539062, 16.10051918029785]","[-105.11455535888672, -9.317560195922852, 0.0]","[91.87616729736328, 61.09177017211914, 16.10051918029785]",29469.688916154395,1964.6459277436263,13869.98487094324,0.05844318841018776,8.668740544339526,1.2279037048397663,18.418555572596496,459454.0427354571,30630.26951569713,223313.95744506267
2803937,[400.       450.2436    18.452251],8,46,8,19.428571428571427,18.452251434326172,13.569894790649414,16.147228240966797,190,27.142857142857142,67,"[54.061622619628906, 202.8797607421875, 16.416044235229492]","[-10.419559478759766, 47.36383056640625, 0.0]","[43.64206314086914, 250.24359130859375, 16.416044235229492]",21012.48740104288,3001.783914434697,10968.009062404744,0.2220161083336876,6.090041710007531,1.6667554830893676,11.667288381625573,339842.2881589405,48548.89830842007,180051.32194083423
2800229,[400.       400.        19.687763],11,48,8,19.6,19.687763214111328,4.2641730308532715,10.569310283660888,274,27.4,70,"[63.92783737182617, 48.69097900390625, 14.016478538513184]","[40.7785530090332, 0.5036296844482422, 0.0]","[104.70639038085938, 49.194610595703125, 14.016478538513184]",19013.52406516504,1901.3524065165038,3117.5978433758137,0.15905749083231058,1.9484986521098835,1.1883452540728148,11.883452540728147,219378.49705517603,21937.84970551761,43629.22042530731
2809511,[400.      400.       17.77779],4,44,8,24.0,17.777790069580078,13.75326156616211,15.773262977600098,102,34.0,64,"[76.71961975097656, 56.73960876464844, 13.75326156616211]","[15.994552612304688, -54.27728271484375, 0.0]","[92.71417236328125, 2.4623260498046875, 13.75326156616211]",8798.434174909198,2932.8113916363995,4353.041209243005,0.49385238433129414,2.7206507557768784,1.8330071197727495,5.499021359318249,131627.3336029284,43875.777867642806,59868.51435900165
2800147,[400.       400.        21.211473],58,34,8,11.68421052631579,21.21147346496582,4.1379241943359375,12.794127849110385,885,15.526315789473685,49,"[52.01463317871094, 42.623931884765625, 20.45899772644043]","[40.873512268066406, -54.212921142578125, 0.0]","[92.88814544677734, -11.588991165161133, 20.45899772644043]",36198.35416252606,635.0588449565975,2693.982360798963,0.057003090825855904,1.6837389754993517,0.3969117780978735,22.62397135157879,552094.1252220307,9685.861846000538,45358.99085739813
2806426,[400.       400.        20.202087],59,78,8,31.96551724137931,20.20208740234375,4.424222469329834,15.570593875029992,2765,47.672413793103445,121,"[61.14578628540039, 188.80874633789062, 7.027137279510498]","[47.48347854614258, 8.439743041992188, 0.0]","[108.62926483154297, 197.2484893798828, 7.027137279510498]",42146.03181203737,726.6557208971961,11544.859252391034,0.1028368308015888,7.215537032744396,0.4541598255607475,26.34126988252335,578035.424387524,9966.128006681449,81127.31083917872
2806508,[400.       400.        17.642677],47,32,8,11.26086956521739,17.642677307128906,4.11066198348999,9.18104968900266,685,14.891304347826088,46,"[171.74771118164062, 130.3995819091797, 13.366471290588379]","[-117.48426055908203, 39.03874206542969, 0.0]","[54.263450622558594, 169.43832397460938, 13.366471290588379]",50252.764768459085,1092.4514080099798,22395.829731944483,0.06875594302935496,13.997393582465302,0.6827821300062373,31.407977980286923,633325.0846492392,13767.936622809548,299353.21514094155
2800937,[400. 400.  26.],25,338,8,43.583333333333336,26.0,4.389978408813477,14.676260232925415,1517,63.208333333333336,489,"[72.55372619628906, 31.224609375, 19.040172576904297]","[26.682533264160156, -75.82807159423828, 0.0]","[99.23625946044922, -44.60346221923828, 19.040172576904297]",20229.121909778565,842.8800795741068,2541.3781512029673,0.010726388460789167,1.5883613445018545,0.5268000497338169,12.643201193611604,297427.01870375464,12392.792445989777,43134.78286116118
2803911,[400.       400.        19.412373],6,38,8,19.6,19.412372589111328,7.4360432624816895,12.738204097747802,137,27.4,55,"[94.38788604736328, 52.988128662109375, 16.08542823791504]","[-31.512271881103516, -29.95695686340332, 0.0]","[62.875614166259766, 23.031171798706055, 16.08542823791504]",7941.619914671421,1588.3239829342842,5001.437450022204,0.04837801994814072,3.1258984062638775,0.9927024893339278,4.963512446669639,130429.6930641066,26085.93861282132,80450.26318875294
2803867,[400.       400.        20.793753],4,60,10,36.666666666666664,20.793752670288086,16.362632751464844,18.442155838012695,165,55.0,92,"[113.77130889892578, 117.18600463867188, 18.170082092285156]","[-145.9001007080078, 47.906063079833984, 0.0]","[-32.12879180908203, 165.09207153320312, 18.170082092285156]",35932.30037262862,11977.433457542873,13332.405566380388,6.227196151917328,8.332753478987742,7.485895910964295,22.457687732892886,656194.2072166372,218731.40240554573,242250.90362877122
2800194,[414.59882  400.        16.912893],9,24,8,12.25,16.912893295288086,4.099798679351807,10.277121305465698,135,16.875,34,"[118.64071655273438, 93.40682220458984, 16.912893295288086]","[-214.59881591796875, -142.27572631835938, 0.0]","[-95.95809936523438, -48.86890411376953, 16.912893295288086]",24607.56631941747,3075.945789927184,11081.852317266399,0.015262200010621983,6.682274264608668,1.8547723614162013,14.838178891329608,395922.58781947126,49490.32347743391,187426.18575606763
2808237,[400.       400.        18.918247],78,40,8,10.909090909090908,18.91824722290039,4.106326580047607,6.957998046627292,1106,14.363636363636363,58,"[71.50411987304688, 76.26506805419922, 16.874237060546875]","[-125.79017639160156, -94.6773452758789, 0.0]","[-54.28606033325195, -18.412277221679688, 16.874237060546875]",26442.994253357956,343.41550978386954,5453.266277345392,0.019667857688455116,3.40829142334087,0.21463469361491846,16.52687140834872,281485.3187272722,3655.6534899645726,92019.70791821211
2811711,[400.       400.        21.532627],39,56,8,15.578947368421053,21.53262710571289,4.952812671661377,15.605306951623215,812,21.36842105263158,82,"[49.848628997802734, 60.13505935668945, 16.39763069152832]","[-94.06761932373047, 39.60702896118164, 0.0]","[-44.218990325927734, 99.7420883178711, 16.39763069152832]",43036.4849806398,1132.539078437889,3055.5071591034357,0.16858164023424252,1.9096919744396472,0.7078369240236808,26.897803112899876,680000.8269980387,17894.758605211544,49154.36196540756
2801791,[400.      400.       17.83643],4,18,8,14.0,17.836429595947266,15.830963134765625,16.58140246073405,57,19.0,25,"[85.15567016601562, 82.89945220947266, 17.836429595947266]","[-13.42739486694336, 21.875146865844727, 0.0]","[71.728271484375, 104.77459716796875, 17.836429595947266]",11735.150675079763,3911.7168916932546,7059.357930635371,1.2809859097460867,4.4120987066471065,2.444823057308284,7.334469171924852,200439.93501157383,66813.3116705246,125913.74072236978
2800791,[400.       400.        17.814287],15,12,8,8.285714285714286,17.814287185668945,7.309360027313232,14.543791089739118,146,10.428571428571429,16,"[160.94056701660156, 100.48760986328125, 15.987751960754395]","[-50.82249450683594, -56.34723663330078, 0.0]","[110.11807250976562, 44.1403694152832, 15.987751960754395]",20843.023467982468,1488.7873905701763,16172.532295599987,0.1798684007205884,10.107832684749992,0.9304921191063602,13.026889667489042,327570.845134203,23397.91750958593,258562.43491934246
2800253,[400.       400.        20.006897],5,10,6,8.0,20.00689697265625,15.07209300994873,17.000199556350708,40,10.0,13,"[58.26270294189453, 60.324180603027344, 20.00689697265625]","[-139.82589721679688, -35.96212387084961, 0.0]","[-81.56319427490234, 24.3620548248291, 20.00689697265625]",11561.15051978243,2890.2876299456075,3976.518991739693,1.2595280549041854,2.485324369837308,1.8064297687160047,7.225719074864019,200869.77832927209,50217.44458231802,70317.23451410358
2809528,[415.43567  400.        20.744509],8,88,8,25.428571428571427,20.744508743286133,7.560418605804443,14.430405344281878,253,36.142857142857146,130,"[115.02210998535156, 117.2082748413086, 17.36838150024414]","[-93.50289154052734, 11.529973030090332, 0.0]","[21.519214630126953, 128.73825073242188, 17.36838150024414]",28734.459252214598,4104.922750316371,13481.542961957111,0.10637993746229896,8.112894563578495,2.470251777480285,17.291762442361993,517188.1412944042,73884.02018491489,234152.58137520248
2800061,[400.       400.        19.892714],46,58,8,15.022222222222222,19.89271354675293,4.060598850250244,12.720919386545818,930,20.666666666666668,91,"[114.05752563476562, 80.2823486328125, 16.129411697387695]","[-162.83486938476562, 76.24272155761719, 0.0]","[-48.77734375, 156.5250701904297, 16.129411697387695]",31893.934002145543,708.7540889365677,9156.806037206203,0.06413768193684519,5.723003773253876,0.4429713055853547,19.93370875134096,493415.79758171155,10964.795501815812,147693.894407224
2800709,[400.       400.        17.977863],12,96,8,28.545454545454547,17.977863311767578,4.709926128387451,13.94976993040605,442,40.18181818181818,128,"[76.71913146972656, 93.5418472290039, 16.936614990234375]","[-58.831024169921875, -93.3454360961914, 0.0]","[17.888107299804688, 0.1964130401611328, 16.936614990234375]",28860.573509222457,2623.688500838405,7176.449421813159,0.2862727191715203,4.485280888633224,1.6398053130240031,18.037858443264035,428564.1539888433,38960.377635349396,121544.76085413956
2803240,[400.       400.        20.078484],7,108,12,48.0,20.07848358154297,10.499445915222168,16.773906230926514,418,69.66666666666667,156,"[104.86107635498047, 100.18685913085938, 16.95447540283203]","[-150.03506469726562, 13.048110008239746, 0.0]","[-45.173988342285156, 113.23497009277344, 16.95447540283203]",37581.3259180284,6263.5543196714,11679.48575458955,1.1361715997334159,7.2996785966184685,3.914721449794625,23.488328698767752,573706.5923974714,95617.76539957857,178118.6658956926
2802971,[400.       400.        26.500923],63,88,8,21.677419354838708,26.50092315673828,7.928215980529785,16.72089086040374,1930,31.129032258064516,142,"[54.078922271728516, 49.44804000854492, 14.092884063720703]","[12.36270523071289, -104.18793487548828, 0.0]","[66.4416275024414, -54.73989486694336, 14.092884063720703]",38014.837858964835,613.142546112336,2674.0967121114227,0.11181826238680515,1.6713104450696392,0.38321409132021006,23.759273661853026,634491.7249287452,10233.73749885073,37685.734938962996
2809583,[400.       400.        20.408943],91,32,8,11.644444444444444,20.40894317626953,4.133518695831299,10.621777492099339,1392,15.466666666666667,46,"[33.20893859863281, 38.70561218261719, 17.58887481689453]","[87.49234771728516, 57.3582763671875, 0.0]","[120.70128631591797, 96.06388854980469, 17.58887481689453]",31211.11353384633,346.7901503760703,1285.3722983950283,0.027423402401764177,0.8033576864968928,0.21674384398504393,19.506945958653954,412309.74782575486,4581.219420286166,22608.252449574156
2806166,[400.       400.        18.306448],7,56,8,31.333333333333332,18.306447982788086,15.06852912902832,16.436425526936848,270,45.0,82,"[179.76861572265625, 118.2330322265625, 16.2012939453125]","[-123.40882873535156, -165.17381286621094, 0.0]","[56.35979461669922, -46.9407844543457, 16.2012939453125]",27688.41872842788,4614.73645473798,21254.58875234492,0.4347536931919456,13.284117970215576,2.8842102842112376,17.305261705267426,448638.3532406507,74773.05887344178,344351.8400634729
2800792,[400.     400.      21.2461],9,50,8,19.75,21.2460994720459,4.618316173553467,11.031416654586792,221,27.625,73,"[76.02456665039062, 25.392066955566406, 21.2460994720459]","[-29.398529052734375, -113.46782684326172, 0.0]","[46.626041412353516, -88.07575988769531, 21.2460994720459]",7942.797991765605,992.8497489707006,2790.939233543424,0.013322084077153705,1.74433702096464,0.6205310931066879,4.964248744853503,118907.00935764992,14863.376169706238,41013.916238741476
2803015,[400.       400.        19.774857],120,40,8,14.722689075630251,19.774856567382812,3.9443485736846924,10.095395390726939,2390,20.084033613445378,58,"[48.29848098754883, 58.008583068847656, 18.02461051940918]","[51.60380172729492, -126.60828399658203, 0.0]","[99.90228271484375, -68.59970092773438, 18.02461051940918]",56316.62324066974,473.2489347955439,2801.7264464653854,0.029226799189032135,1.7510790290408658,0.29578058424721493,35.197889525418574,749819.5187560729,6301.00435929473,50500.02797946688
2800042,[400.       400.        28.299278],46,68,8,23.333333333333332,28.299278259277344,4.348682403564453,15.636377504136828,1489,33.08888888888889,102,"[48.49413299560547, 48.178741455078125, 20.279945373535156]","[96.24884796142578, -22.647167205810547, 0.0]","[144.74298095703125, 25.531574249267578, 20.279945373535156]",40998.33702098469,911.074156021882,2764.0128968975914,0.22845007003337287,1.7275080605609947,0.5694213475136763,25.623960638115435,679184.4496735983,15092.987770524407,47381.78644793651
2802121,[592.6209  400.       15.57817],3,34,8,21.0,15.578169822692871,13.05506706237793,14.3166184425354,59,29.5,49,"[331.3050842285156, 284.1610412597656, 13.05506706237793]","[61.31583023071289, -155.585205078125, 0.0]","[392.62091064453125, 128.57583618164062, 13.05506706237793]",116571.12053623286,58285.56026811643,94143.996625041,9.460990985266909,39.71510154015003,24.58804626270847,49.17609252541694,1578429.7343833146,789214.8671916573,1229056.1894601919
2802349,[400.       400.        20.358204],76,90,8,14.32,20.358203887939453,4.112913131713867,10.509362030029298,1461,19.48,133,"[66.8673095703125, 71.17750549316406, 14.232172966003418]","[90.13108825683594, -82.17951965332031, 0.0]","[156.99839782714844, -11.00201416015625, 14.232172966003418]",42843.31299349702,571.244173246627,4759.44829425402,0.06396656920601344,2.9746551839087623,0.3570276082791419,26.777070620935643,595520.5973962508,7940.274631950009,67737.29134657314
2800331,[400.      400.        9.92729],2,40,40,40.0,9.927289962768555,9.927289962768555,9.927289962768555,58,58.0,58,"[63.847900390625, 73.61546325683594, 9.927289962768555]","[89.7447509765625, -114.31156921386719, 0.0]","[153.5926513671875, -40.69610595703125, 9.927289962768555]",4700.192765232176,4700.192765232176,4700.192765232176,2.9376204782701096,2.9376204782701096,2.9376204782701096,2.9376204782701096,46660.176461366755,46660.176461366755,46660.176461366755
2806928,[400.      400.       19.43083],10,68,8,23.77777777777778,19.430830001831055,7.649704456329346,15.680196603139242,303,33.666666666666664,100,"[100.98684692382812, 93.07417297363281, 19.430830001831055]","[-70.71202087402344, 25.177818298339844, 0.0]","[30.274824142456055, 118.25199127197266, 19.430830001831055]",32454.068283688102,3606.007587076456,9399.267081125261,0.08818998278584331,5.874541925703288,2.2537547419227852,20.283792677305062,555570.9554351472,61730.106159460796,182635.56079515172
2803984,[400.       418.4576    22.430155],34,42,8,22.242424242424242,22.43015480041504,12.716300964355469,17.19529475587787,1037,31.424242424242426,61,"[125.82451629638672, 100.35448455810547, 16.77244758605957]","[28.585641860961914, 78.59740447998047, 0.0]","[154.41015625, 178.95188903808594, 16.77244758605957]",58954.20767949008,1786.4911418027295,12627.054286285842,0.2595640281797537,7.543807166872521,1.0673070989900568,35.22113426667188,1013585.3221156702,30714.70673077789,211786.60618305812
2800177,[400.      400.       20.02759],98,34,8,11.56701030927835,20.027589797973633,4.10207462310791,9.76416746119863,1489,15.350515463917526,49,"[56.38751220703125, 58.26457214355469, 17.090259552001953]","[56.194793701171875, -47.30824279785156, 0.0]","[112.58230590820312, 10.956329345703125, 17.090259552001953]",45396.6670352155,468.00687665170614,3285.394272982143,0.07083382428896584,2.053371420613839,0.2925042979073164,28.372916897009674,569365.2114305649,5869.744447737785,56148.24085592558
