scene_name,scenes_size,num_elements,max_vertex_count,min_vertex_count,avg_vertex_count,tallest_building,shortest_building,avg_building_height,tot_num_faces,avg_num_faces_building,max_num_faces_building,diff_coords_biggest_building,min_coords_biggest_building,max_coords_biggest_building,scene_total_area,tot_buildings_area,avg_building_area,max_building_area,min_occuppied_percentage_area,max_occuppied_percentage_area,avg_occuppied_percentage_area,total_occuppied_percentage_area,tot_buildings_volume_max,avg_building_volume,max_building_volume
2805924,[412.01276  400.        28.665716],25,613,8,53.125,28.66571617126465,4.260842323303223,16.808888872464497,1573,65.54166666666667,618,"[157.6908721923828, 163.74972534179688, 22.475046157836914]","[54.3218994140625, 17.087997436523438, 0.0]","[212.0127716064453, 180.8377227783203, 22.475046157836914]",164805.11,70597.20698867638,2941.5502911948493,25821.83701041108,0.040968634314540536,15.668104653027283,1.7848659561285818,42.83678294708597,1348923.172567933,56205.13219033054,580346.9786891306
2809526,[400.       408.0495    20.724699],12,88,8,22.727272727272727,20.724699020385742,4.759455680847168,15.450273340398615,353,32.09090909090909,130,"[82.46441650390625, 109.44917297363281, 20.724699020385742]","[-94.4258041381836, -208.0495147705078, 0.0]","[-11.961387634277344, -98.600341796875, 20.724699020385742]",163219.8,21170.428524856714,1924.5844113506103,9025.662186105736,0.03672158020512181,5.529759477043054,1.1791366293786845,12.97050292316553,380380.38844464347,34580.035313149405,187054.13226671817
2800930,[400.       400.        16.627697],7,84,8,36.333333333333336,16.627696990966797,4.499263286590576,12.669594049453735,315,52.5,124,"[125.68212127685547, 110.52880096435547, 16.414060592651367]","[-96.21133422851562, -109.33602142333984, 0.0]","[29.47078514099121, 1.192779541015625, 16.414060592651367]",160000.0,30504.10969407356,5084.018282345593,13891.493956570586,0.04109241496258619,8.682183722856616,3.1775114264659954,19.06506855879597,495923.2815682731,82653.88026137884,228015.82352559987
2802778,[400.      400.       19.97087],35,36,8,10.823529411764707,19.970869064331055,4.090170860290527,15.468368866864372,484,14.235294117647058,52,"[54.16331481933594, 48.49107360839844, 17.30119514465332]","[-80.93190002441406, -112.4549560546875, 0.0]","[-26.768587112426758, -63.96388244628906, 17.30119514465332]",160000.0,25767.91960313433,757.8799883274802,2785.167122779785,0.10028575384858414,1.740729451737366,0.47367499270467517,16.104949751958955,421056.50045153097,12384.014719162673,45440.502416284005
2805536,[400.       400.         7.868344],3,8,8,8.0,7.868343830108643,7.685732841491699,7.777038335800171,20,10.0,10,"[13.62127685546875, 14.215530395507812, 7.868343830108643]","[-105.57939147949219, 69.13522338867188, 0.0]","[-91.95811462402344, 83.35075378417969, 7.868343830108643]",160000.0,385.8205819535069,192.91029097675346,193.6336751645431,0.12011681674310239,0.12102104697783943,0.12056893186047091,0.24113786372094181,3000.673554494837,1500.3367772474185,1523.5763332821937
2800145,[413.19324  412.8288    19.364832],4,34,8,16.666666666666668,19.364831924438477,13.639183044433594,17.36065928141276,73,24.333333333333332,53,"[152.20892333984375, 179.7570037841797, 13.639183044433594]","[60.98429870605469, -212.8288116455078, 0.0]","[213.19322204589844, -33.071807861328125, 13.639183044433594]",170578.06,52368.31200809067,17456.104002696888,27360.62000878621,6.463863722187063,16.039940662818942,10.23349881389167,30.700496441675007,854283.2578354192,284761.0859451397,373176.5045090274
2808796,[400.       400.        46.599827],33,40,8,20.0,46.59982681274414,4.187926769256592,20.849166333675385,896,28.0,58,"[26.811912536621094, 25.124908447265625, 46.59982681274414]","[42.44188690185547, 77.53129577636719, 0.0]","[69.25379943847656, 102.65620422363281, 46.59982681274414]",160000.0,10978.974990207978,343.0929684439993,673.9530464889976,0.021465703601697896,0.42122065405562353,0.2144331052774996,6.861859368879988,279747.0228091619,8742.09446278631,31391.826439438362
2802109,[400.       400.        20.259693],84,40,8,19.63855421686747,20.259693145751953,4.274202823638916,14.277777332857431,2325,28.012048192771083,60,"[123.70781707763672, 60.25739669799805, 16.281265258789062]","[-82.2741470336914, 52.678958892822266, 0.0]","[41.43367004394531, 112.93635559082031, 16.281265258789062]",160000.0,51875.128796946956,625.0015517704453,7454.311008290533,0.08826206358618492,4.658944380181583,0.3906259698565282,32.42195549809186,808082.8103824112,9735.937474486886,121365.61484748953
2805032,[400.       464.7577    18.057991],4,34,8,18.0,18.05799102783203,13.073759078979492,15.599306106567383,75,25.0,49,"[96.62371826171875, 183.6436309814453, 18.05799102783203]","[58.58925247192383, -264.7576904296875, 0.0]","[155.2129669189453, -81.11405944824219, 18.05799102783203]",185903.08,21152.049785808777,7050.6832619362585,17744.32975996536,0.2087212970257076,9.544935962832305,3.792666228579296,11.377998685737888,365984.56304544164,121994.85434848054,320426.94760034734
2809548,[400.       400.        27.704414],61,58,8,17.833333333333332,27.70441436767578,4.33464241027832,16.53392101128896,1489,24.816666666666666,85,"[69.43649291992188, 68.55062866210938, 21.89099884033203]","[80.21867370605469, -65.09171295166016, 0.0]","[149.65516662597656, 3.4589130878448486, 21.89099884033203]",160000.0,54235.86348789875,903.9310581316456,5509.655388812884,0.12156266021692659,3.4435346180080524,0.5649569113322784,33.897414679936716,948633.1793679424,15810.552989465707,104199.29505083994
2803871,[400.       400.        19.913624],8,64,8,23.714285714285715,19.913623809814453,10.313057899475098,16.179971558707102,235,33.57142857142857,94,"[84.1631851196289, 95.65641784667969, 16.63077163696289]","[-176.92608642578125, -39.442134857177734, 0.0]","[-92.76290130615234, 56.21428298950195, 16.63077163696289]",160000.0,22588.131338473868,3226.875905496267,8050.748803110677,0.2943965033657514,5.031718001944173,2.0167974409351666,14.117582086546166,366586.1456112914,52369.44937304163,133890.16485108598
2800415,[400.       400.        20.735466],81,78,8,13.425,20.73546600341797,4.141142845153809,12.572295576334,1451,18.1375,115,"[93.76416778564453, 83.70089721679688, 17.538463592529297]","[-150.60626220703125, 60.733245849609375, 0.0]","[-56.84209442138672, 144.43414306640625, 17.538463592529297]",160000.0,49164.15757199919,614.5519696499899,7848.14497044473,0.04697031778661767,4.905090606527956,0.3840949810312437,30.727598482499495,748315.8954003649,9353.94869250456,137644.4048330368
2805892,[400.       400.        17.447691],9,80,8,32.0,17.447690963745117,7.529799461364746,14.281232237815857,368,46.0,118,"[91.4650650024414, 115.49439239501953, 13.733308792114258]","[5.731985092163086, 59.85224151611328, 0.0]","[97.19705200195312, 175.3466339111328, 13.733308792114258]",160000.0,26831.73082862664,3353.96635357833,10563.702328116007,0.0754323994886363,6.602313955072504,2.0962289709864566,16.769831767891652,379473.1510721246,47434.143884015575,145074.58605999342
2803648,[400.       400.        19.201725],18,26,8,12.0,19.201725006103516,4.876396656036377,15.823023880229277,276,16.235294117647058,37,"[79.05889892578125, 73.0599136352539, 16.427827835083008]","[-141.51516723632812, -18.85600471496582, 0.0]","[-62.456268310546875, 54.20390701293945, 16.427827835083008]",160000.0,30466.24332947905,1792.1319605575911,5776.036176822963,0.02577664696409556,3.610022610514352,1.1200824753484946,19.04140208092441,508424.5537453281,29907.326690901653,94887.72788205871
2803074,[400.       400.        20.639435],35,92,8,26.235294117647058,20.639434814453125,4.349137306213379,14.55955891048207,1270,37.35294117647059,136,"[56.51274871826172, 50.07129669189453, 17.209339141845703]","[66.04966735839844, -98.0631103515625, 0.0]","[122.56241607666016, -47.99181365966797, 17.209339141845703]",160000.0,31377.046746543358,922.8543160748046,2829.666607946565,0.1418851734612872,1.768541629966603,0.5767839475467529,19.610654216589595,481567.3031665052,14163.744210779565,48696.69231450858
2803522,[400.       400.        21.026838],164,36,8,11.36196319018405,21.026838302612305,3.969615936279297,8.14830751945636,2452,15.042944785276074,52,"[30.935701370239258, 43.080650329589844, 16.949785232543945]","[9.345205307006836, -108.06385803222656, 0.0]","[40.280906677246094, -64.98320770263672, 16.949785232543945]",160000.0,47833.68309071972,293.4581784706732,1332.7301334318909,0.03902264014483933,0.8329563333949318,0.18341136154417073,29.89605193169983,482751.44531571504,2961.665308685367,22589.489534610184
2805791,[400.       400.         4.816673],3,24,8,16.0,4.8166728019714355,4.725646018981934,4.771159410476685,44,22.0,34,"[10.815876007080078, 16.174720764160156, 4.725646018981934]","[-5.589305877685547, -4.502938270568848, 0.0]","[5.226570129394531, 11.671783447265625, 4.725646018981934]",160000.0,218.40805052964788,109.20402526482394,174.94378454912294,0.027165166237828088,0.10933986534320184,0.06825251579051496,0.13650503158102992,1036.0755468062428,518.0377734031214,826.7223990001959
2805178,[400.       400.        28.475887],18,156,8,36.705882352941174,28.475887298583984,2.0,14.01397388121661,915,53.8235294117647,234,"[77.28392028808594, 93.91997528076172, 15.944085121154785]","[37.6846809387207, -27.169952392578125, 0.0]","[114.96859741210938, 66.7500228881836, 15.944085121154785]",160000.0,26326.615667655,1548.6244510385295,7258.503524781117,0.0009254280225286494,4.536564702988199,0.9678902818990809,16.454134792284375,396954.10104753415,23350.241238090246,115730.19805131218
2803334,[400.       400.        15.559418],4,16,8,10.666666666666666,15.559417724609375,7.73530912399292,12.30036211013794,42,14.0,22,"[72.14872741699219, 98.79603576660156, 15.559417724609375]","[-94.57539367675781, -84.79536437988281, 0.0]","[-22.426666259765625, 14.0006685256958, 15.559417724609375]",160000.0,13423.77432179237,4474.591440597457,7128.008047984782,0.2333364018993052,4.455005029990489,2.7966196503734104,8.389858951120232,161799.24068866426,53933.080229554755,110907.65476297268
2802143,[400.       400.        25.772366],28,58,8,24.074074074074073,25.77236557006836,7.584298610687256,16.177386478141504,924,34.22222222222222,85,"[102.67926025390625, 53.73430252075195, 23.601476669311523]","[-90.94459533691406, 8.282943725585938, 0.0]","[11.734664916992188, 62.01724624633789, 23.601476669311523]",160000.0,30508.37119423557,1129.9396738605765,7339.236182156717,0.03492586237916839,4.587022613847949,0.7062122961628603,19.067731996397228,506469.0534612047,18758.11309115573,130218.75039387951
2801488,[400.       400.        20.266926],28,104,8,27.62962962962963,20.266925811767578,4.371156215667725,12.884699591883907,1067,39.51851851851852,154,"[93.46315002441406, 62.30659484863281, 20.266925811767578]","[-145.9110107421875, 34.63407897949219, 0.0]","[-52.44786071777344, 96.940673828125, 20.266925811767578]",160000.0,35889.33413267421,1329.2345975064522,7102.577717538807,0.1326904462280345,4.4391110734617545,0.8307716234415327,22.430833832921387,569157.8284171683,21079.919571006234,118021.82036742334
2808972,[400.      400.       18.59697],8,12,8,8.857142857142858,18.596969604492188,4.49348258972168,15.485818862915039,79,11.285714285714286,16,"[113.77147674560547, 117.18605041503906, 18.596969604492188]","[70.41529083251953, -155.07635498046875, 0.0]","[184.186767578125, -37.89030075073242, 18.596969604492188]",160000.0,31177.310331921806,4453.90147598883,13332.430443707708,0.8102774465053699,8.332769027317319,2.7836884224930185,19.48581895745113,536119.2684972255,76588.46692817507,247942.80371563853
2806009,[400.      400.       20.95645],71,62,8,11.514285714285714,20.956449508666992,4.226635932922363,12.021685831887382,1071,15.3,93,"[91.86455535888672, 71.41101837158203, 19.552574157714844]","[-86.80987548828125, -159.4585418701172, 0.0]","[5.054679870605469, -88.04752349853516, 19.552574157714844]",160000.0,50177.286130701796,716.8183732957399,6560.141450430674,0.007619928651838564,4.100088406519172,0.4480114833098374,31.360803831688617,820698.2696570838,11724.260995101193,128267.65219464478
2801555,[400.       400.        20.250662],99,24,8,11.551020408163266,20.250661849975586,4.050634860992432,9.97045316988108,1502,15.326530612244898,34,"[51.79130172729492, 46.598419189453125, 20.250661849975586]","[-44.8900032043457, 43.99537658691406, 0.0]","[6.901298522949219, 90.59379577636719, 20.250661849975586]",160000.0,45739.97261151645,466.73441440322927,2463.4698453790043,0.04919264616573628,1.5396686533618777,0.29170900900201824,28.58748288219778,579509.7594375093,5913.364892219482,48872.8012661407
2806891,[406.10767  400.        19.558588],24,38,8,10.608695652173912,19.5585880279541,4.507963180541992,16.195986001387887,320,13.91304347826087,55,"[144.8124542236328, 162.79501342773438, 16.255399703979492]","[-206.107666015625, -115.80613708496094, 0.0]","[-61.29521179199219, 46.988868713378906, 16.255399703979492]",162443.06,94963.30554327951,4128.839371446935,23574.744325008127,0.03846628939624234,14.512619968001482,2.5417148063475694,58.45944054599408,1550707.633681487,67422.07102962988,383216.8919221293
